Vmag,Plx,e_Plx,B-V,SpType
7.86,7.02,0.92,0.315,A3
10.34,-0.55,2.41,0.186,G5
8.4,11.07,1.06,0.446,F5
9.04,3.33,1.36,1.518,K3/K4III
5.55,6.56,0.71,1.262,K1III
8.44,0.55,0.8,1.404,K3III
6.41,27.63,1.06,0.617,F8/G0V
8.99,8.44,0.95,0.524,F8
7.42,5.97,0.83,-0.016,A0V
8.06,11.52,0.86,0.487,F8
8.71,0.79,1.1,1.69,K7
7.5,2.7,1.0,1.614,K5
9.1,2.3,1.25,-0.02,A0
10.36,6.34,1.6,0.68,G0
9.0,3.57,1.21,1.256,K2
8.32,2.74,1.06,1.004,G5
8.23,10.0,1.05,0.465,F5V
8.13,3.3,1.13,1.381,K3III
10.42,3.34,1.14,0.397,F0
10.11,8.08,1.61,0.705,G0
7.47,5.53,1.04,0.94,G4III
8.58,10.67,1.11,0.512,F5
9.49,1.81,1.26,0.502,B8
11.25,8.75,5.13,0.639,G0
9.46,3.51,1.44,0.148,A0
7.98,2.88,0.86,1.068,K0/K1III
8.31,4.67,1.06,0.971,K1IV
7.66,4.1,0.85,1.298,K4III
8.01,1.79,0.95,1.525,M3III
8.9,0.7,1.37,1.25,K2
10.39,-0.42,1.92,0.412,F3/F5V
7.64,8.48,1.09,0.426,F2
9.29,2.19,1.37,1.245,K2
8.43,3.4,1.07,0.026,A0
8.43,3.95,1.22,0.991,K0
9.87,8.07,1.72,0.623,G2/G3V
9.31,7.41,1.1,0.693,G0
7.78,6.5,0.87,0.4,F2
6.76,7.05,0.91,0.949,G5
7.9,10.9,0.91,0.408,F0
7.6,4.1,0.84,0.108,A0
8.55,12.82,1.07,0.57,F8
8.53,10.64,1.04,0.415,F8
9.62,2.38,1.38,1.35,M9
6.88,8.21,0.8,0.18,A5IV
9.32,1.27,0.9,-0.154,B5III
9.49,5.43,1.54,0.824,G5
8.76,2.45,1.22,1.05,K0
8.85,1.57,1.25,0.111,A0
8.55,4.22,1.29,0.93,K0
6.47,5.77,0.61,-0.049,B9III
6.8,5.71,0.75,1.293,K3III
9.39,5.83,1.58,0.513,F5V
6.9,24.09,0.88,0.481,F2
5.57,39.03,0.62,0.472,F3IV-V
7.38,21.2,0.87,0.549,F8
7.02,9.97,1.9,0.732,G0
9.15,5.25,1.38,0.818,G5IV/V
9.27,9.97,1.9,0.57,G0
7.67,19.32,1.15,0.503,F5
8.07,16.11,0.92,0.517,F7V
8.35,1.68,0.84,1.29,K0III
7.36,6.18,0.68,0.183,A3
10.19,3.9,1.68,0.37,F5V
8.47,5.31,1.17,0.337,F0
10.02,2.47,1.59,1.327,K0
7.42,3.7,0.89,1.132,K1III
8.18,16.31,0.96,0.504,F8
9.48,26.98,1.61,1.0,K0
9.12,11.7,3.14,0.676,G3V
9.75,2.96,1.56,0.735,F8V
8.85,6.0,1.3,0.976,F5
9.56,21.78,1.01,1.05,K5V
8.91,6.24,1.29,0.549,F5
8.59,5.54,0.75,0.146,A0V
8.79,7.49,1.81,0.475,F2
8.92,6.75,1.09,0.37,F2
6.39,8.15,0.86,1.136,K0
8.7,8.96,1.08,0.581,F8
8.97,22.17,1.24,0.827,K0
9.68,7.3,1.52,0.428,F3V
8.59,2.45,1.19,1.033,K0III
10.42,2.61,1.88,0.55,F2
8.15,2.95,1.17,1.594,K5
9.02,10.31,1.32,0.44,F2V
8.02,34.52,1.04,0.87,K0IV
9.56,9.64,1.47,0.61,G3V
8.55,34.04,0.86,0.854,K3V
7.62,6.24,0.98,0.98,G8III
8.76,8.92,1.03,0.391,F0V
8.76,18.13,1.01,0.602,G3V
9.62,5.84,0.98,0.481,F6V
8.31,5.67,0.73,0.291,A2
8.46,1.83,1.54,1.27,K0
8.38,14.68,1.11,0.529,F8
9.02,16.71,7.26,0.97,K0
6.58,4.78,1.31,1.445,G8III-IV...
9.38,0.27,1.14,1.257,K0
9.23,2.51,0.98,1.313,K3/K4III
7.26,0.69,0.7,0.566,F0
8.85,2.01,1.43,1.14,K1/K2III
8.51,-0.48,1.67,0.219,A0IV/V
8.99,13.22,1.2,0.703,G5
7.37,22.87,1.0,0.602,F8
9.57,10.45,1.14,0.822,G8IV/V
5.2,47.51,1.15,0.567,F8V...
8.41,4.11,1.07,0.114,A0
8.02,12.58,1.11,0.46,F5
8.62,11.34,1.07,0.587,G0V
8.81,5.16,0.77,0.411,F2V
10.38,10.82,1.81,0.732,G5
9.13,-1.41,1.19,0.887,F4Iab:
8.36,5.61,1.87,0.441,F3V
8.62,0.58,0.77,0.285,B9
7.78,2.82,1.21,1.371,K3III
8.07,1.38,1.26,1.378,G5
8.52,5.66,1.22,1.067,G5
8.0,1.19,1.05,1.2,G5
8.0,2.84,1.19,1.034,K0III
9.68,0.01,1.41,1.161,K7
9.03,1.7,1.69,1.061,K0
8.64,7.25,4.38,0.112,A0
9.08,3.2,7.97,0.135,A0
8.35,10.53,7.9,0.598,G0
7.64,7.8,1.01,0.203,F0
6.95,8.57,0.75,0.097,A2
7.72,5.72,0.87,0.041,A0
10.85,2.28,2.47,0.836,K
8.99,1.54,1.23,0.888,G5
9.5,19.69,1.42,0.831,K0
5.94,17.97,0.74,0.444,F5IV
8.23,7.21,1.13,0.287,A7V
6.04,12.88,0.65,1.001,K0IV
7.45,34.3,0.89,0.726,G8V
9.47,1.3,1.3,0.041,Ap...
8.97,3.08,1.2,0.192,A0
8.56,5.15,1.13,0.1,A0
7.94,5.08,1.1,0.154,A2
7.27,2.26,0.71,0.064,A0
6.92,1.12,0.62,2.04,K2Ib-II
9.31,20.78,0.93,0.78,K0
8.62,6.66,1.22,0.403,F0V
9.94,0.47,1.83,1.035,K2
8.61,3.27,1.14,0.093,A1V
8.08,5.43,1.55,0.294,A2
5.51,27.61,0.77,0.461,F6V
9.72,3.69,2.11,0.1,G5V
8.98,1.58,1.09,0.979,K0
8.52,13.43,1.26,0.575,G0
10.78,1.6,1.85,-0.051,A0
9.67,6.27,0.99,0.474,F5V
8.86,-1.0,2.12,1.724,M0
9.05,4.62,1.19,0.354,F3IV
9.11,1.74,1.18,0.99,G8IV
8.01,1.77,1.19,1.177,G5
7.84,3.27,0.97,0.896,G5III
7.9,4.36,0.92,-0.046,B9
6.89,0.64,0.97,0.615,A2
7.32,10.47,0.82,0.435,F2
8.59,1.85,0.99,0.448,B1IV:nn
9.29,3.85,1.32,0.588,GIII:+...
9.38,2.47,1.33,0.951,G5
8.43,1.87,1.16,0.952,G8III/IV
8.35,5.93,0.73,0.824,G3/G5IV
8.44,2.22,1.05,1.544,K5
8.48,4.39,0.98,1.26,K0
10.85,6.3,2.06,0.717,K0
8.37,21.23,1.17,0.648,F8
9.7,1.92,1.22,0.212,B8
8.06,3.8,1.2,1.126,K1III
10.52,3.42,1.88,0.72,F5
11.26,23.82,2.4,1.31,G:...
8.43,12.99,1.01,0.505,F8
11.04,2.5,3.02,0.553,G0
9.21,4.74,1.26,1.1,K0
6.32,26.59,0.85,0.517,F7V
8.44,6.01,1.09,0.188,A2
9.43,7.19,1.26,0.568,F7/F8V
9.74,-2.37,1.64,1.065,K0
8.86,-0.06,1.27,1.559,M...
8.25,1.89,0.83,1.814,K5
11.21,28.51,2.39,1.392,M:
9.8,5.9,1.35,0.536,F6V
6.91,16.71,0.63,0.368,F2V
10.1,3.94,1.55,0.573,F7/F8V+...
6.72,21.19,0.92,0.466,F5
7.96,18.93,1.7,0.672,G2V comp SB
9.1,5.76,1.26,0.682,G0V
6.45,7.03,0.85,1.063,K0III
7.77,19.45,0.96,0.563,F5
8.18,2.32,1.08,1.281,K2III
8.4,23.21,1.15,0.78,K0V
7.86,9.61,0.88,0.264,A2
7.08,4.11,0.94,1.641,M0III
6.06,20.12,0.91,0.297,A5m...
7.88,14.56,1.06,0.447,F3V
5.08,6.45,0.63,-0.098,B7III
9.27,7.87,1.31,0.673,G3V
7.23,5.5,0.99,1.092,K2III
8.49,6.86,1.19,0.38,F0V
8.73,0.47,1.29,1.326,K2III
7.61,4.51,0.95,1.132,K0II-III
7.52,1.76,0.89,-0.096,B2V
9.26,6.38,1.35,0.483,F5V
9.84,1.22,1.42,0.579,F7V
8.37,7.77,1.89,0.636,G2/G3V
8.83,12.35,1.15,0.551,F8V
6.51,4.65,0.75,-0.07,B8IIIMNp...
7.31,3.1,0.91,-0.058,B8
8.98,2.51,1.45,0.966,G5
8.43,6.17,1.08,0.33,A3
8.95,1.38,1.02,1.549,K3III
9.28,2.05,1.2,1.027,K0
8.62,2.87,1.11,1.14,K0
8.9,-0.05,1.26,0.901,G0
7.85,11.95,0.95,0.817,G5
9.51,11.73,1.47,0.595,G2V
8.27,2.76,0.97,0.097,A0
5.78,0.97,0.59,0.294,A4III
8.28,6.13,0.94,0.125,A3
8.39,10.25,0.92,0.469,F5IV
9.1,1.71,1.01,1.438,K3III:
8.81,2.72,1.33,1.473,M3II
9.08,13.15,2.1,0.705,G5/G6IV/V
8.01,7.02,0.78,0.947,G5
8.4,3.44,0.99,1.147,K2III
8.56,12.33,1.13,0.476,G0
7.97,4.21,2.11,0.544,F5
8.04,5.89,0.73,0.206,A7V
6.43,5.05,0.58,1.26,K2/K3III
6.79,22.79,0.73,0.639,G0/G1V
7.92,0.11,0.84,0.047,A0
10.1,4.33,1.54,0.46,F5V
8.2,2.49,1.07,0.88,K0III+...
7.94,9.03,1.29,0.392,F3IV/V
8.64,18.03,1.23,0.648,G0
8.32,2.76,1.27,1.154,K0III
7.8,7.65,0.87,0.445,F3IV
8.42,4.48,0.8,0.302,F0
9.69,1.81,1.24,0.894,G8/K0IV/V
8.52,2.26,1.27,1.308,M5
5.14,4.97,0.78,1.587,K5III
6.77,3.48,0.75,1.419,K2
7.94,13.78,1.06,0.824,G2V
5.89,3.81,0.71,-0.146,B2.5IV
9.76,1.85,1.45,0.075,B8
8.41,-2.51,2.26,0.598,B5...
9.24,3.65,1.37,0.196,A5
6.72,5.63,0.57,0.394,F2/F3III
8.45,3.64,1.11,1.183,G5
8.17,15.34,1.1,0.636,G8/K0V
7.93,3.2,0.97,1.183,G5
10.78,1.25,1.88,0.328,A8V
4.34,4.97,0.82,-0.123,B5V
9.78,7.65,1.02,0.497,G0w...
10.52,5.38,1.66,0.576,F8
8.88,3.19,1.13,0.611,G0
8.16,8.36,1.04,0.605,F8
7.88,2.99,1.11,1.228,K0
8.22,6.7,1.13,0.458,F8
8.46,7.25,1.24,0.547,G0
3.69,5.46,0.61,-0.196,B2IV
9.45,-1.27,1.35,0.031,B5
7.43,2.21,0.85,1.266,K2
7.64,4.53,0.84,0.317,F0III
10.2,5.38,1.75,0.63,G0
10.09,2.01,0.94,0.349,F0V
6.18,9.75,0.84,1.17,K2III
8.1,16.59,0.89,0.605,F5
8.07,3.74,0.66,1.236,K1III:
8.19,1.29,1.03,1.645,M7
9.64,1.23,1.24,0.57,B1Ib
8.74,1.81,1.25,0.98,G8III
8.84,3.35,0.91,1.621,K5
9.9,3.97,1.16,0.453,F0V
8.96,1.21,1.37,0.107,A0
7.39,0.36,1.38,-0.004,B9
7.04,8.26,0.89,0.325,A2
6.4,6.85,0.66,0.995,K0II/IIICN
8.55,3.15,1.04,1.205,K0
8.27,8.82,1.08,0.641,G3V
8.74,3.71,1.71,0.473,F5IV/V
5.57,64.38,1.4,0.715,K1V+...
5.45,3.19,0.77,0.886,G5III
6.99,22.29,0.84,0.723,G8V
8.28,5.82,1.28,0.902,G8III/IV
9.05,2.67,1.13,1.0,K0
7.98,6.02,0.7,0.188,A2m...
6.85,5.98,0.9,0.021,A0
9.36,2.29,1.26,1.029,K0III
9.11,4.18,1.45,1.247,K2III
8.57,0.27,1.13,1.082,G8III
8.95,4.78,1.15,0.392,F3V
6.43,5.65,0.85,1.339,K4III
7.95,3.86,0.71,0.974,K0
7.6,8.49,0.84,0.638,G0
8.77,3.36,1.19,1.393,K3III
7.87,2.63,0.87,1.176,K1III
8.65,0.34,1.2,1.332,K2
8.81,1.96,2.13,0.24,A0
8.64,1.8,0.96,1.288,M6III
8.12,1.49,1.15,0.959,G0
7.9,2.83,1.11,1.402,K9
8.99,5.11,1.36,1.225,K2
8.55,6.54,1.2,0.427,F0V
6.84,6.72,0.79,1.101,K1III
7.93,7.19,1.03,0.464,F5
9.64,6.65,1.57,1.012,K0/K1IV:
6.96,2.87,0.62,-0.005,B3
8.13,3.86,1.01,0.153,A0
9.83,4.73,2.54,0.521,F8
8.46,3.95,1.44,1.139,K0
8.69,2.93,0.76,1.183,K0
8.57,4.01,1.15,0.89,G8III
7.85,1.47,1.01,1.595,K0
9.31,7.14,1.25,0.387,F5
8.39,6.48,1.24,0.458,F3IV/V
8.43,2.86,1.11,0.37,A5
8.93,3.31,1.26,0.233,F0
9.39,13.01,1.37,0.605,G2/G3V
8.48,7.21,1.27,0.469,F5
7.53,20.92,0.97,0.463,F5
9.87,-0.09,1.56,1.212,K5
9.12,1.37,1.12,1.208,K2III
8.8,5.85,1.15,0.511,F6V
8.59,3.07,0.76,0.995,K0III
9.02,4.84,0.92,0.488,F0IV
9.03,4.83,1.29,0.824,G6V
7.67,4.79,0.96,1.082,K0
8.61,1.95,1.09,1.009,G5
8.45,6.71,1.57,0.6,F8
8.93,1.43,1.24,1.19,K2
8.94,1.56,1.0,1.419,K4III
7.96,7.76,0.84,0.181,A4V
6.64,4.46,0.8,1.301,K2III
8.57,1.61,1.15,0.223,F0
7.23,5.61,0.92,0.667,F7IV/V
7.74,6.38,0.89,1.137,K1IIICN...
7.97,3.52,1.08,1.56,K0
9.48,14.78,1.55,0.701,G5
7.37,9.56,0.64,0.611,G0V
7.91,5.47,1.19,1.091,K0III
9.54,12.52,2.48,0.846,G6/G8V
9.38,3.16,0.96,0.264,B8
8.97,1.87,1.23,1.267,K0
9.43,6.64,0.93,0.513,F6V
7.11,24.8,0.6,0.554,F8
10.48,43.4,1.94,1.424,M0
8.49,2.35,0.87,1.321,K2
7.43,16.35,0.66,0.482,F5IV-V
9.97,6.87,1.57,0.706,G3V
8.81,5.71,1.17,0.512,F7V
10.88,1.52,1.8,-0.195,B2
8.37,9.98,0.93,0.524,F5
8.77,2.04,1.15,0.448,G0
9.77,6.94,1.51,0.657,G3/G5V
8.06,3.25,1.0,1.004,G5
7.67,7.53,0.93,0.198,A2
8.86,7.43,1.18,0.411,F5
7.41,12.46,0.77,0.496,F6V
8.33,9.72,1.04,0.49,F5
10.07,8.97,1.34,0.647,G2
9.69,9.67,1.46,0.703,G8IV/V
6.73,5.25,1.15,-0.129,Asp...
9.25,9.57,1.38,0.465,F5V
8.87,5.6,1.16,0.524,F6V
9.21,24.02,1.22,0.846,K0V
7.83,3.27,0.92,1.287,K0
6.77,-0.03,0.75,1.725,K3Ib-II
4.34,19.34,0.76,0.871,G5III...
9.07,3.82,1.38,1.564,K5
8.77,14.61,1.04,0.59,G0V
7.67,2.81,0.89,0.094,B9
7.11,16.01,0.94,0.423,F3IV/V
8.55,7.02,0.73,0.347,F0IV/V
9.32,2.61,1.38,0.923,G8III
8.99,1.59,1.53,0.979,G8III/IV
9.03,0.24,1.28,1.106,K0IVCN...
8.63,2.49,1.09,1.156,K1III
9.02,4.72,1.07,0.405,F2IV
6.87,7.58,0.59,0.114,A1m...
8.91,2.44,1.34,1.165,K0
8.6,0.7,1.13,1.461,K2
6.72,9.13,2.43,0.96,G5
8.32,6.29,1.06,0.097,A0
8.87,2.8,1.48,0.434,F2V
8.85,4.54,1.24,1.273,K2III
9.26,7.5,1.38,0.61,G3V
8.81,2.57,1.05,0.45,G8/K0III/IV
8.96,5.89,1.34,0.503,F5V
7.97,8.81,0.91,0.405,F0
7.74,26.42,0.61,0.754,G8V
9.04,16.48,1.19,0.63,G0
8.76,12.73,1.18,0.7,G5
6.43,4.47,0.81,1.482,K4III
9.71,10.81,1.71,0.66,G0
6.72,3.07,0.68,-0.019,A0
8.77,9.01,1.35,0.0,K
8.31,7.07,1.19,0.584,F7V
11.0,17.84,2.32,1.13,K5
8.24,1.92,1.02,0.926,K0III
7.77,9.25,1.02,0.231,A5V
7.67,4.02,0.91,0.95,G8/K0III
8.62,1.54,1.01,0.94,G8III
8.74,2.52,1.13,1.267,K2
8.1,1.5,1.08,1.227,K1III
8.22,3.6,1.12,1.228,K0
6.92,4.14,0.8,1.383,K3III
7.86,3.69,1.03,0.078,A0
9.72,11.72,1.47,0.679,G5
10.79,8.42,2.51,0.838,G5
8.15,4.62,0.98,1.388,K5
8.77,1.56,1.02,1.406,G5
9.62,1.27,1.6,0.289,A2
8.51,4.99,0.79,0.295,A9V
7.81,2.2,0.98,1.367,K1/K2III
9.67,2.16,1.14,1.244,K0III/IV
8.39,7.8,1.1,0.404,A2
8.81,1.87,1.23,1.176,K1/K2III
8.89,2.91,1.42,0.238,B9
5.45,2.45,0.68,1.644,K5III
6.81,12.5,0.66,0.471,F5IV/V
9.25,-1.21,1.4,1.397,K2/K3III
7.34,21.79,0.88,0.633,G2V
8.34,3.69,0.74,0.163,Ap...
8.67,2.52,1.1,1.157,K1III
9.04,1.96,1.06,0.136,A0
8.28,7.65,1.15,0.377,F0
9.15,6.97,1.29,0.341,F2
3.27,32.19,0.68,1.268,K3III...
5.88,90.03,0.72,0.85,K0V
8.82,3.01,1.31,0.952,G5
8.56,1.37,1.0,1.972,K7III
9.23,1.69,2.05,0.489,F6IV
8.52,4.63,0.93,0.961,K0
9.45,4.58,1.36,0.615,G2/G3V
10.03,4.93,1.35,0.441,F2/F3V
8.83,14.72,1.07,0.59,G0V
8.07,2.37,0.91,1.563,K5
9.94,2.9,1.21,0.246,A3m...
8.72,1.33,0.8,1.309,K3III
7.84,1.71,0.96,1.274,K2III
8.61,8.5,1.1,0.46,F8
9.4,2.94,1.34,1.0,K0
7.76,3.9,0.95,1.046,G5
8.23,9.68,1.66,0.397,F0
8.61,2.23,1.18,1.068,K0
9.52,2.48,1.09,0.261,A6V
8.77,6.72,1.09,0.446,F5
6.81,6.18,0.52,1.26,K5III
7.88,13.27,1.09,0.518,F5
9.04,2.12,1.21,1.348,G5
9.81,4.32,1.38,0.541,F8
9.36,8.2,1.48,0.724,G5V
7.43,20.14,0.91,0.538,F8
8.68,4.98,0.83,1.205,K2/K3III
10.5,30.52,1.79,1.143,K5:
6.83,13.82,0.79,0.432,F5
9.31,1.66,1.41,1.285,K2III
10.75,4.83,2.12,0.069,A0
8.12,4.16,0.73,0.936,K0
7.67,5.02,1.08,1.08,G5
8.46,8.79,1.14,0.575,F8V
9.19,3.33,1.42,1.414,M8
9.1,2.79,1.39,1.075,K0
7.9,5.26,1.15,0.744,G2IV/V
6.38,30.95,0.5,0.551,F6V:
9.02,3.15,0.83,0.418,F5
9.47,2.76,1.56,0.442,F3V
8.57,1.61,1.16,0.188,A6V
6.0,10.75,0.71,1.142,K1IIICN...
7.72,7.38,0.77,0.542,F6IV
5.36,7.94,0.79,1.16,F3V...
9.27,8.65,1.23,0.465,F2V
8.62,1.6,1.21,1.72,M0
8.65,3.75,0.99,0.922,K0
6.68,24.12,0.82,0.519,F7V
11.41,43.64,2.59,1.476,M4
10.05,6.86,1.74,0.657,G0
6.73,4.95,0.57,1.199,K0
8.4,2.09,1.09,1.685,K5
8.5,6.69,0.8,0.447,F3V
8.76,13.44,1.16,0.584,G0V
8.03,7.33,1.21,0.243,A8V
8.69,5.64,1.22,0.684,G5
8.43,3.84,1.35,1.086,K0III
9.12,0.18,1.43,1.384,K2
7.8,3.24,0.93,0.962,K0
8.56,4.1,1.13,1.043,G8IV
8.08,1.72,1.28,1.541,K2
9.1,6.21,1.18,0.553,F8V
8.38,2.3,1.11,1.298,K2III
7.64,4.08,1.82,0.767,G0
8.69,5.45,1.26,0.549,F8V
11.49,18.91,2.89,1.255,K7
7.58,4.56,0.82,1.086,G5
9.56,8.72,8.21,0.34,A3
8.16,16.01,0.93,0.521,F6V
7.21,6.11,1.33,0.19,A3
7.04,5.61,0.72,1.122,K0IIIp
7.98,3.78,1.05,1.061,K0III
9.51,5.84,1.53,0.451,F3V
7.43,17.02,0.95,0.571,F8
5.89,39.26,0.56,0.564,G1V
7.26,-0.02,0.74,1.92,K5III
7.3,4.79,0.64,0.026,A0
10.2,-0.01,1.63,0.461,F3/F5V
8.24,14.62,0.97,0.677,G0
6.49,6.48,1.01,0.91,G8III
8.01,5.09,1.41,0.285,A0
9.6,1.69,1.67,0.417,F0Vw...
7.49,0.81,0.79,1.38,K3IIICN...
2.24,14.27,0.57,1.17,K0II-IIIvar
8.71,2.73,1.34,1.106,K1III
8.8,19.11,1.13,0.71,G5V
8.68,17.32,1.19,0.638,G3/G5V
8.49,9.5,1.11,0.63,F5
7.71,1.8,1.08,1.51,K2
6.14,35.02,0.74,0.718,G3/G5V
9.88,9.7,1.3,0.695,G5
6.75,4.87,0.84,0.996,K0III
8.59,0.74,1.01,1.334,K0
8.88,4.86,1.29,0.996,G8II/III
8.95,7.26,0.95,0.513,F5V
9.27,3.15,1.44,1.154,K5
5.9,5.66,0.94,1.091,K0III
9.05,4.72,0.91,0.491,F5V
8.78,23.09,1.37,0.747,G6V
8.22,4.29,0.87,0.419,F2IV/V
9.19,-0.78,1.14,0.704,B0Ib
9.13,2.51,1.08,0.968,K0
8.34,4.09,0.71,0.246,A5V
9.78,1.11,2.81,0.598,G0V
9.09,6.81,1.25,0.542,F5
8.45,5.05,1.19,0.927,G5III
7.02,38.65,1.1,0.62,G0...
8.36,11.81,0.99,0.531,F6/F7V
7.36,57.9,0.98,0.937,K2V
9.33,0.85,2.66,0.413,K4
8.8,3.14,0.98,0.882,G6/G8III
7.99,4.9,0.93,0.903,G5
9.34,1.84,1.04,1.095,K1III
7.37,21.91,0.82,0.539,F7V
8.82,3.36,1.24,0.827,G8III/IV
9.78,5.84,1.37,0.657,G3/G5V
11.27,6.68,2.25,0.49,sdG8
7.6,17.45,0.88,0.458,F4V
8.71,5.12,1.22,1.059,K0
9.01,0.02,1.23,0.908,K0
8.85,2.94,1.15,0.017,A0
8.32,3.76,1.26,0.1,A1V
9.38,5.79,1.5,0.505,F7V
8.0,3.87,0.94,1.056,G5
8.23,2.57,1.05,1.154,K1III
8.96,8.75,1.35,0.531,G0
9.31,2.63,1.32,0.45,F2
9.6,9.55,1.55,0.712,G3V
7.05,6.57,0.86,1.05,K1III
9.11,1.74,2.45,0.46,F2IV/V
9.11,6.38,1.28,0.528,F8
7.44,6.53,0.88,0.122,Am
8.61,-0.09,1.0,-0.003,A2
9.87,4.92,1.42,0.418,F2V
5.3,9.47,0.81,0.891,G8III
9.92,20.28,1.77,0.93,K3
9.38,2.67,1.27,0.107,A0
8.05,2.5,1.03,1.008,K0
8.56,2.71,1.09,1.55,K5
6.52,29.99,0.83,0.528,F5
7.99,0.98,1.03,-0.236,B0.7Vn...
9.36,13.75,0.93,0.64,G3V
9.94,5.79,1.56,0.642,G2/G3V
6.74,8.73,0.73,0.072,A0
9.61,9.29,0.96,0.558,F8/G0V
9.63,2.57,1.34,0.177,A0
10.84,22.95,3.02,1.27,K7
8.8,6.12,1.26,0.251,A5
4.59,13.19,0.67,0.953,G8III
9.33,1.28,1.33,1.054,K0
8.61,5.44,0.77,0.468,F3/F5V
9.26,0.75,1.35,0.061,B8
8.75,0.29,1.14,1.771,K7III
10.67,30.07,4.42,1.176,K5
7.89,2.86,0.87,0.291,A5
7.67,5.97,0.95,0.976,G5
9.15,1.0,1.3,1.145,K0
9.97,13.82,1.13,0.709,G5/G6V:
8.86,2.14,1.3,1.07,G8III/IV
11.64,18.85,3.22,1.36,M2
8.99,0.58,1.27,1.449,K
9.24,5.65,1.4,1.175,K0
7.68,2.87,1.15,1.549,K4III
8.42,8.99,1.23,0.377,F0
7.7,9.7,0.94,0.647,G0
9.16,5.85,1.08,0.409,F5IV/V
8.61,5.1,1.21,0.507,G0
7.9,3.93,0.94,0.296,F0
6.55,5.73,0.81,1.244,K1/K2III
6.95,20.99,0.66,0.579,F8
9.03,2.52,0.88,1.082,K1III
6.06,7.06,0.77,0.298,A7m
8.93,5.31,1.25,0.424,F2
8.8,4.56,1.14,0.908,G8IV
7.84,16.94,0.94,0.528,F8
7.64,7.51,0.85,0.495,F5
8.45,3.4,0.81,0.098,A2V
8.32,7.04,1.07,0.168,A2
8.84,1.85,1.14,1.064,K0
5.72,15.29,0.58,0.131,Ap
8.63,14.53,1.09,0.647,G5
10.99,19.15,2.1,1.27,K7
8.09,1.23,0.86,0.832,F0
10.7,18.72,1.86,1.597,K7
7.97,3.82,1.07,1.395,K0
7.65,2.86,0.95,-0.057,B8
8.78,3.92,1.13,0.926,G8III/IV
8.5,1.02,1.13,1.304,K0
8.72,0.46,1.01,0.026,B9
7.06,7.14,0.76,0.365,G8II/III
7.42,4.59,0.77,0.279,A3
7.65,10.33,1.22,0.492,F7III/IV
8.77,14.87,1.19,0.531,F8V
7.03,20.38,1.02,0.452,F5
8.84,1.89,1.18,1.698,K7
9.89,7.72,1.63,0.609,G0V
7.79,0.73,1.13,1.428,K2
9.78,-0.42,1.13,1.52,K5
5.83,6.48,0.58,1.042,G9III-IV
4.8,2.94,0.73,-0.105,B2.5V
7.65,2.85,0.92,0.014,B9
7.88,1.3,1.14,0.94,G5
8.52,-0.78,0.89,1.622,M0III
9.48,13.09,1.5,0.735,G6IV
10.45,3.23,1.83,0.293,A2
12.2,10.24,3.34,0.95,M
8.15,4.14,1.1,1.285,K0
9.8,2.62,1.64,1.159,K0
10.05,3.03,1.46,0.801,G0
7.95,4.08,0.96,0.979,G9III
8.39,19.59,1.12,0.677,G5
8.85,10.16,1.12,0.491,F8
8.76,6.27,1.13,0.535,F8
9.47,6.33,1.42,0.521,F5
9.65,7.05,4.02,0.46,F2V
6.78,5.96,0.92,1.348,K3III
10.45,18.33,1.58,1.16,K3
8.15,16.84,1.03,0.543,F7V
9.75,4.18,2.2,0.643,G
9.34,3.31,1.46,0.11,A2V
9.21,6.73,1.24,0.566,G0V
8.54,8.63,0.97,0.425,F5
7.33,3.41,0.94,1.043,K0
8.23,2.58,1.14,0.94,K0
7.59,16.16,1.19,0.515,F8V
9.17,3.11,1.35,1.0,K0
10.14,9.09,1.75,0.596,G0V
8.0,1.45,1.07,0.893,K0
11.17,18.35,4.1,1.24,K7
5.38,24.59,0.51,0.515,F6V
7.2,5.4,0.81,0.343,F0
8.77,0.95,1.17,1.071,K0III/IV
9.28,8.25,1.39,0.693,G0
6.18,3.21,0.66,-0.004,B9.5III
9.84,5.02,1.48,0.434,F3V
8.73,0.85,1.02,1.321,K3III
7.69,3.55,0.85,0.127,A3
9.1,24.04,5.66,0.772,G8/K0V:
8.19,2.49,1.09,1.576,K2
8.49,1.89,1.11,1.572,K5
8.45,30.82,5.8,0.848,K0/K1V:
8.87,18.19,1.45,0.702,G3V
8.4,1.68,1.18,1.166,K1III/IV
7.07,1.87,0.85,1.605,M1III
8.9,6.02,1.1,0.264,A2
6.94,0.22,0.78,0.059,B1III
7.54,0.65,0.92,0.008,B9
7.22,3.18,1.38,0.019,A0...
8.02,1.22,0.83,1.455,K0
8.61,4.56,1.23,0.564,F8
7.01,6.41,0.72,0.192,A6V
5.99,13.73,0.58,1.318,K5III
8.62,2.95,0.96,1.164,K1p...
6.05,7.55,1.22,-0.024,B9.5V
8.72,-1.67,2.13,0.484,F8
9.58,7.41,1.05,0.501,F5
8.82,8.61,1.04,0.55,F8
8.75,9.61,1.37,0.518,F5V
9.73,9.0,1.7,0.571,G2/G3V
7.37,5.24,0.74,1.077,K2II-III
10.37,42.03,1.98,1.46,M1Ve+...
7.79,2.98,0.76,0.15,A0
9.65,5.29,1.34,0.567,F5
7.06,5.77,0.86,1.52,K5III
9.74,-4.09,1.41,0.166,B8
7.28,0.44,0.75,0.637,A1Ia
8.74,2.68,1.12,1.118,K1III
