Vmag,Plx,e_Plx,B-V,SpType
8.49,2.9,1.19,1.237,K0
8.52,8.37,0.88,0.528,F6V
8.05,5.36,1.28,0.366,A8:+...
6.38,1.28,0.7,0.298,B5Ia
8.19,0.34,0.87,0.063,O8Vnn
9.52,10.48,0.95,0.642,G3V
8.06,1.47,0.85,-0.046,B8
8.58,2.95,1.24,1.302,K3III
6.65,7.12,0.74,0.957,G8III
6.51,4.11,0.95,1.622,M1/M2III
5.94,9.2,0.83,0.967,G9III:
9.33,7.05,1.15,0.503,F6V
9.79,5.48,1.37,0.495,F5V
8.77,7.55,1.38,0.437,F5
8.53,7.26,1.26,0.34,F0
8.54,2.99,1.03,1.0,G5
9.14,4.96,1.33,1.086,K1III
6.67,8.58,0.94,0.178,A5
8.62,-0.08,1.17,1.022,B1Ia
8.21,0.82,1.01,1.095,K0
9.67,18.81,1.4,0.89,K1
7.74,6.28,0.7,0.287,A8IV
8.91,3.98,1.24,0.341,A9V
9.34,2.39,0.93,1.255,M6III:
8.93,2.17,1.16,0.334,A9V
8.43,4.87,0.76,0.328,Fm...
9.4,6.98,1.43,0.65,G2
8.77,6.71,1.22,0.362,A2
6.82,1.97,0.71,1.4,K2/K3III
9.38,10.84,1.69,0.682,G3V
7.1,5.0,0.57,0.995,G8/K0III
8.13,8.77,0.98,0.418,F5
9.7,20.55,1.6,1.04,K7V:
8.75,7.13,1.15,0.405,F0
7.97,4.41,1.43,0.878,G0
8.98,3.54,1.21,0.5,F8
8.34,4.79,0.73,1.026,K1III
7.32,2.84,0.99,1.371,K2III
9.07,3.03,1.35,0.94,G8/K0V
8.79,2.0,1.22,0.04,B8III
9.94,11.23,1.85,0.673,DF
7.89,2.79,0.96,1.008,K0III
8.63,1.89,1.14,1.401,K0
9.53,5.11,1.53,0.969,K1III
7.71,30.99,1.51,1.133,K1III-IV
6.49,6.53,0.9,1.039,G5
10.43,4.89,1.92,0.543,F8
8.45,3.36,1.2,0.094,A0
8.46,29.52,1.17,0.781,G5
8.8,9.67,1.11,0.605,G1V
7.89,23.02,0.84,0.667,G3/G5V
10.04,96.28,1.8,1.431,M3V:
4.94,10.68,0.92,0.77,F5V comp SB
7.75,1.28,1.05,1.537,K2
9.21,3.6,1.24,0.221,A0
8.34,1.26,0.92,1.53,K4/K5III
8.08,7.56,1.29,0.486,F5/F6IV/V
7.17,7.83,0.63,0.311,Am...
7.75,2.0,0.95,1.631,K2
8.18,7.77,1.1,0.606,G0
8.25,9.62,1.01,0.422,F0
9.23,0.81,0.88,0.954,G8III
8.11,3.06,0.93,0.284,A3
8.95,3.77,1.23,1.176,K0/K1III
10.36,5.69,1.94,0.597,G0
7.92,6.49,1.17,1.08,K0III
10.31,0.4,1.86,0.356,B8
9.24,5.57,1.37,0.903,K0
5.96,5.77,0.95,1.366,K0
9.11,4.71,0.87,0.485,F5V
7.3,3.08,1.01,1.326,K0
7.26,5.2,0.7,1.2,K3III
7.12,4.46,0.91,1.15,K0
8.36,34.97,0.79,0.87,K2V
8.9,6.83,1.44,1.14,K0
7.56,8.04,9.94,0.716,G4
7.84,4.71,0.78,0.318,F0V
5.65,21.71,1.67,0.546,F8V
5.23,33.19,0.85,0.457,F5V
9.83,-3.81,1.82,1.271,K0
8.54,9.56,0.76,0.48,F6V
6.46,7.95,0.63,0.24,A3
8.36,10.19,1.22,0.931,G5
8.52,3.52,0.97,1.035,K0III
9.94,2.65,1.83,0.563,A2
9.8,0.49,1.04,0.098,A1IV
7.01,3.92,0.79,1.374,K3III
8.84,3.26,1.2,0.376,A0V
7.92,6.12,1.23,1.09,K0
7.78,1.66,0.93,1.748,K5
9.14,3.95,1.3,1.782,K5
5.27,9.82,0.68,-0.013,A0V
7.19,38.12,0.89,0.672,G0
7.0,24.38,0.82,0.651,G3V
8.08,1.4,1.1,0.536,B0.5Ib
4.36,9.01,1.28,0.878,G8II:
8.68,11.79,1.0,0.86,K1IV
5.86,8.17,0.81,1.006,K0III
8.31,6.62,1.36,0.299,F0
5.72,6.03,0.75,1.551,M0III
9.16,10.83,1.47,0.535,G0
9.13,2.56,1.17,0.488,K0
7.99,8.11,0.98,0.261,A9IIIm...
9.5,4.65,1.74,1.285,G5
7.81,2.9,1.06,0.951,K0II
9.76,-0.37,1.64,1.401,K
9.84,43.0,1.67,1.346,K7V
8.05,0.08,1.15,0.037,A0
7.35,39.1,0.91,0.7,G0
4.84,5.86,0.73,1.476,K4III
7.22,4.17,1.04,0.955,K0III
9.15,1.65,1.42,1.115,K2
8.79,1.55,1.29,1.157,K1III
10.61,2.34,1.9,1.296,K2
8.4,1.2,1.35,1.061,G5
8.9,16.27,0.87,0.783,G8V
7.41,1.19,0.92,1.503,M0III
7.65,8.86,0.93,0.365,F0V
8.15,3.16,0.88,0.171,A0
6.25,7.44,0.58,0.915,G8III
8.68,15.01,1.31,0.554,F8IV
9.22,0.56,1.2,0.079,A0V
9.22,12.33,1.34,0.449,G0
7.59,3.07,0.96,1.172,G5II
7.37,9.79,0.85,0.15,A3
6.51,15.02,1.1,0.356,F0
7.07,4.01,0.89,1.335,K2/K3III
9.6,9.17,1.93,0.637,G0
9.57,1.24,1.63,0.309,B9.5V
8.56,12.63,1.2,0.322,F0V
6.5,0.39,0.68,1.661,K5
8.5,5.31,0.73,0.496,F6V
9.33,18.63,0.88,0.789,K0V
9.87,1.57,1.25,0.57,B5
8.59,18.62,1.32,0.775,G5
5.31,16.39,0.85,0.926,G8III:var
7.92,7.27,0.95,0.471,F3V
9.77,4.68,1.16,0.524,F6V
8.29,5.32,1.04,0.531,F5
8.52,5.6,0.78,0.16,A2
10.79,4.65,2.28,0.78,G0
8.55,10.21,1.09,0.735,G5
10.3,6.3,1.62,0.633,G0
9.11,9.69,1.22,0.431,F8
10.6,5.44,2.0,0.571,F8
9.7,3.78,1.74,0.409,F2
7.09,14.96,0.98,0.468,F7V
6.43,1.13,0.74,0.554,A3Iab
8.34,3.36,0.91,0.979,G8III
10.2,0.6,1.46,-0.004,B9.5V
7.33,8.34,1.03,0.338,G0
8.62,7.33,1.33,0.642,G0
9.5,4.34,1.3,0.288,A4III
9.21,9.21,1.19,0.492,F5V
7.43,5.81,0.83,0.156,A2
9.32,5.97,0.91,0.407,F5V
6.88,8.66,0.92,1.115,K0
8.89,-0.51,1.0,-0.017,B0.5IV
8.72,2.61,1.2,1.274,K1III
9.46,3.93,1.59,0.448,F8
8.88,1.26,1.54,1.075,G5
6.43,2.59,0.98,1.415,K0
8.93,7.68,1.5,0.463,F8
8.62,5.56,1.48,1.151,K2
9.03,4.53,1.3,0.987,G8/K0III
8.85,3.54,2.0,0.404,A
9.12,1.37,0.8,1.197,K2III
7.27,5.39,0.92,1.168,K1III
6.05,24.07,0.96,0.406,F5V
9.55,5.73,1.68,0.52,G0
9.05,0.52,0.85,1.062,G6/G8III
7.91,5.37,1.1,0.989,K0III
9.66,2.63,1.47,0.989,K0
8.89,1.47,1.24,1.06,G8/K0III
8.21,10.61,1.04,0.461,F6III
8.27,4.1,0.86,1.151,K1/K2III
9.19,5.76,1.39,1.028,K2
10.85,16.61,2.22,0.99,K8
9.55,12.24,1.32,0.55,F8IV
11.53,16.77,4.69,1.139,K7V:
8.16,6.37,1.15,0.266,A0
8.55,43.73,1.18,1.055,K2
7.83,4.35,0.66,0.933,K0III
5.57,4.41,0.49,1.556,M1III
9.16,12.0,1.68,0.632,G5
7.5,8.17,0.81,1.183,K0
9.73,30.6,1.11,1.278,K5V
6.57,6.05,0.51,0.895,K2III+...
7.66,10.96,0.84,0.48,F5V
8.47,1.72,1.07,1.74,K5
7.39,6.44,0.89,0.384,F0
9.04,10.37,1.22,0.74,G8IV
9.41,-0.96,1.34,1.173,K1/K2III
8.61,3.23,0.76,0.945,G8IIICN...
8.97,6.98,1.32,0.511,F5
7.83,7.66,1.02,0.32,F2
9.33,2.3,0.91,0.809,G5IIIp...
8.17,8.35,0.97,0.306,A3
8.08,6.41,0.88,0.321,F0
8.96,-0.05,1.02,0.031,A2
10.46,4.11,1.74,0.585,G0
9.95,1.23,1.01,0.181,B9IV/V
10.53,8.07,2.18,0.71,G0
6.05,4.42,0.61,0.641,B9V+...
9.1,1.05,0.9,0.927,G8III
5.91,9.77,0.65,0.965,G9III
9.06,8.11,1.16,0.473,F3V
7.11,4.2,0.99,1.218,K0
8.11,-2.91,1.15,0.038,B1V
9.47,4.86,1.29,0.69,G5
7.17,3.92,0.99,1.032,K0
6.35,16.82,0.94,0.957,K1III
8.94,7.25,0.99,0.422,F5V
9.15,3.32,1.74,0.973,G5
9.08,16.17,1.34,0.582,G1V
8.65,5.54,1.23,0.521,F5
9.15,3.43,1.26,0.349,A
7.08,4.27,1.99,0.01,A0V
8.66,2.81,1.29,0.43,A1IV
8.94,10.48,1.32,0.987,K0
8.99,2.46,1.23,1.078,G8III
6.9,3.32,0.82,-0.027,B8
8.91,2.84,1.05,0.922,K0
9.85,6.91,1.0,0.556,F7V
7.46,2.87,0.81,1.236,K1III
8.47,14.77,1.28,0.551,G0
9.21,3.04,0.91,1.129,K0III
6.74,7.3,0.78,1.089,G5
7.85,2.1,0.84,-0.026,B2IV-Ve
8.85,1.09,0.88,1.57,M0III
8.8,-0.27,1.47,1.358,K2
7.19,17.75,0.73,0.439,F5
8.68,3.69,1.37,0.37,F2
7.92,9.79,1.25,0.37,F0
9.54,5.78,1.29,0.986,K2III
8.87,1.06,0.8,1.319,K2/K3III
8.74,0.76,0.98,1.111,K0III
8.52,1.45,1.42,2.111,C5II
8.53,2.23,1.39,1.081,G5
7.06,12.86,0.88,0.538,F7V
9.53,7.58,1.48,0.421,F5
8.4,0.93,1.02,-0.003,B3IV-V
9.13,3.67,1.63,0.427,F5V
11.42,1.82,1.75,1.04,K0
6.81,2.92,0.75,1.391,K0
8.22,15.2,1.1,0.496,F8
9.2,2.22,0.92,1.031,G8III/IV
6.76,5.01,0.93,0.122,A2
8.25,14.98,1.1,0.551,G0V
7.8,5.27,0.86,0.12,A2V
7.96,1.0,0.95,0.298,B2III
10.15,7.83,1.69,0.594,F8
9.07,7.81,1.19,0.398,F0
8.78,0.77,1.33,2.201,M1Iab
8.12,3.78,1.05,1.182,K2III
10.96,2.33,2.03,0.489,F7.5
8.07,23.06,1.09,0.737,G6IV
8.26,3.4,1.01,0.993,K0III
10.05,0.12,1.88,1.54,M0
7.29,5.23,1.01,0.97,K0
9.03,12.6,1.23,0.582,G5
9.17,1.93,1.25,0.647,F:...
9.2,2.32,2.45,0.8,G0
8.84,6.76,1.28,0.398,F5
9.23,3.3,1.36,1.05,K0
11.88,34.06,3.35,1.47,M2V:
9.17,7.78,1.38,0.645,G2V
8.73,2.5,1.5,0.501,F8
8.98,3.78,0.88,0.33,A2m...
6.8,37.87,0.96,0.69,G8IV
7.9,4.4,0.71,1.015,K0III
6.99,2.51,0.74,1.662,M1/M2III
9.37,1.72,1.0,1.192,K1III
7.85,0.87,0.95,0.113,A0III
8.12,26.89,1.07,0.705,G8V
7.98,6.3,0.98,0.119,A2IV/V
6.55,6.39,0.96,-0.005,A0V
5.67,6.97,0.5,1.306,K2III
6.96,2.82,0.82,1.44,K2
8.54,3.29,1.29,1.396,K0
10.05,3.83,1.46,0.529,F2
8.69,2.55,1.1,1.18,K0/K1III
9.9,-1.81,1.62,0.34,A5
8.36,5.84,1.21,0.614,G0
8.79,6.18,0.93,0.429,F3/F5V
7.98,3.35,1.34,1.322,K5
7.87,2.17,1.08,1.547,M3/M4III
9.98,7.77,1.63,0.614,G0V
9.55,10.35,1.5,0.61,G2
7.91,2.41,1.1,0.909,G8III
9.26,5.89,1.19,0.3,A5
8.31,2.69,1.13,0.257,B0.5III
9.91,42.46,2.51,0.461,F2
8.3,2.54,1.07,1.068,K0
9.77,2.61,8.07,0.649,G5
9.11,21.72,1.49,0.88,G5
7.13,42.46,2.51,0.92,K2V
9.47,8.01,4.99,0.557,G0
5.57,20.77,0.89,0.52,F6V
9.59,1.45,1.2,0.702,F2
7.29,7.38,0.65,0.508,F6/F7IV
7.93,3.68,1.01,0.983,K0III
8.86,8.91,0.8,0.584,G0V
7.86,1.47,1.02,1.591,K5
7.87,0.63,0.91,0.104,B0III
5.79,24.93,0.88,0.439,F6IV-V
7.94,44.96,1.69,1.033,K3V
8.36,14.46,1.0,0.634,G1V
8.41,5.32,1.14,1.009,G5
8.77,15.82,1.18,0.593,G2V
9.15,4.23,1.05,0.608,G2V
8.08,4.51,0.71,0.369,F0III
7.3,11.95,0.67,0.976,K0IV
8.54,7.44,1.21,0.187,A0
9.25,6.65,1.04,0.56,F8
9.82,1.26,1.76,0.53,F6
8.99,26.37,3.69,1.088,K7V:
8.54,2.51,1.31,0.96,G5
7.86,6.71,1.0,0.324,A5
8.69,4.98,1.08,0.453,F3V
7.04,2.36,0.85,1.869,K3Ib
11.15,21.18,2.22,1.29,K7
8.06,7.66,1.29,0.516,F8
5.25,11.13,0.84,-0.004,A0V
7.09,6.12,0.6,0.065,A2
8.33,12.65,1.01,0.614,G0
6.37,7.05,0.81,1.029,G9III-IV
8.22,7.55,1.4,0.396,F0
9.77,6.93,1.41,0.305,A0m...
10.1,5.95,1.57,0.573,G1V
8.98,6.04,1.18,1.06,G2/G3V
7.5,20.84,0.88,0.534,F6V
7.98,0.38,1.06,-0.051,B9
8.22,1.2,1.08,1.529,K5
7.14,11.24,0.67,0.475,F3V
9.04,-1.45,2.11,1.092,K0III
8.69,1.7,0.95,1.083,G8III
9.45,3.6,2.85,0.7,G0
9.51,3.45,1.1,1.07,G8/K0III/IV
8.31,9.74,1.03,0.5,F7V
8.42,1.4,1.53,1.44,M3e-M6e
8.11,2.49,0.97,0.962,G8III
9.32,2.68,1.25,0.9,G8III
8.89,7.23,3.71,0.609,G3V
8.24,2.09,1.19,1.499,K2
8.13,10.15,0.99,0.435,F4V
8.49,4.13,1.27,0.151,A2
9.52,5.23,0.99,0.456,F6/F7Vw...
6.91,21.53,0.89,0.623,G0
8.53,6.31,1.08,0.124,B9V
9.28,3.85,1.71,0.158,B8
9.17,15.54,0.81,0.655,G5V
8.28,11.66,0.92,0.45,G0
10.58,17.71,1.81,1.097,K7
7.73,9.65,0.96,0.384,F0
9.16,1.85,1.26,1.695,M0
8.74,2.04,0.85,1.669,K3/K4III
8.43,-0.87,1.17,1.129,K0
9.16,4.06,0.82,0.505,F6/F7III/IV
8.81,2.12,1.11,0.362,B9
8.26,5.27,1.1,0.335,F0
9.2,5.07,1.33,0.567,G0
8.14,1.98,1.07,0.974,G8III
7.99,29.35,1.13,0.79,G5
7.26,3.74,1.08,1.119,G5
7.61,2.45,0.77,1.05,K0III
3.56,21.06,0.61,-0.12,B8IV-V
9.15,3.36,1.05,0.448,F3IV/V
9.52,1.61,1.16,0.214,A0
9.46,3.66,1.59,0.666,G3IV
8.0,4.72,0.97,0.979,G5
8.73,1.78,1.38,1.014,G5
7.98,1.49,0.98,1.227,G8IV
9.23,2.2,0.88,1.548,K5/M0III
7.73,2.44,0.9,0.011,B5Ve...
9.04,16.2,1.01,0.697,G5V
7.47,4.37,0.75,0.455,F2
8.12,1.82,0.86,1.126,K0III
9.33,6.12,1.55,0.069,A0
8.28,1.03,1.01,0.092,B0IIIp
9.41,18.18,1.7,0.85,K7
7.01,1.53,0.74,1.824,K4II
9.55,11.93,1.66,0.692,G8
9.66,6.61,1.13,0.553,F7V
7.78,16.81,0.62,0.515,F7V
11.48,5.28,2.67,0.61,G0V
6.45,7.62,0.54,0.951,K0
7.39,1.83,0.92,0.233,B2Ib
8.65,0.84,1.13,1.731,K7
7.61,21.97,0.96,0.642,G0
8.07,3.29,1.01,1.115,K0III
7.44,1.49,0.93,0.924,G5
8.3,25.82,1.07,0.674,G8V
8.77,0.38,1.21,1.235,K0
7.66,7.07,1.1,0.472,F8
9.48,7.1,1.56,0.466,G0
6.48,1.37,0.7,0.281,B1Iab
8.52,11.72,1.17,0.581,G0
8.53,5.55,1.16,0.888,G8III/IV
8.91,0.59,1.63,0.2,A0
9.28,9.92,1.34,0.419,F3V
8.98,7.53,2.87,0.573,F8V
8.72,3.0,1.06,0.048,B8V
7.3,6.1,1.09,0.056,A0
7.51,2.92,0.83,0.138,B2Ib
5.51,9.58,0.93,0.962,G8III
8.8,2.5,1.33,1.023,K0
4.84,92.2,0.84,0.607,G0V
9.73,3.21,2.23,0.994,G5
9.5,3.51,1.64,0.623,G0V
7.88,2.37,1.01,1.035,G5
8.57,9.63,1.21,0.46,G0
8.8,1.97,1.16,1.119,K0III
8.98,9.91,1.38,0.571,G3V
8.79,5.89,1.18,1.192,K2/K3III
9.06,14.43,1.33,0.621,G5
7.65,2.87,0.9,0.07,A0
8.52,9.14,1.07,0.365,F0V
8.69,4.32,1.11,0.166,A0
6.53,6.79,0.9,1.025,G9III
7.99,10.91,0.94,0.436,F3V
8.06,11.17,1.78,0.462,F5V
8.69,14.15,40.67,1.2,F8
8.52,0.99,1.12,1.098,K0
10.62,6.8,1.88,0.57,F5
7.29,7.78,1.05,0.374,F0
9.12,2.07,1.66,1.216,K2
9.25,2.52,1.4,0.304,A
7.68,8.3,2.3,0.3,F0
10.98,15.49,2.41,1.02,K2
8.61,4.5,1.25,0.161,A0
4.03,27.73,0.84,0.019,A1Vnn
9.01,4.56,1.74,1.193,K0
8.55,15.37,1.29,0.567,G0
6.7,10.35,0.78,0.989,K0III
8.87,4.6,1.73,0.309,A2
8.74,3.99,1.22,1.439,K3/K4III
8.77,0.01,0.99,1.496,K3/K4III
9.15,7.12,1.38,0.394,G0
8.22,19.09,2.07,0.628,G2V
7.75,29.4,5.39,0.622,G2V
6.99,25.37,2.84,0.518,F5V
7.61,22.55,0.88,0.574,F8
10.93,18.51,2.35,1.058,G8V
7.69,10.02,1.38,0.524,F6V
8.07,2.31,1.14,1.107,K0
9.11,-0.47,1.2,1.485,M0III:
8.6,-1.17,3.17,1.079,M7:Sev
11.48,40.4,2.95,1.446,M
7.48,9.39,0.93,0.249,Am
8.19,2.98,0.8,0.155,A0
8.36,7.6,1.06,0.435,F3IV/V
8.46,1.85,1.24,1.318,G5
8.1,16.62,0.76,0.646,G2V
7.8,7.89,1.01,0.407,F0
9.02,9.56,0.85,0.451,F3V
9.71,9.08,1.67,0.484,F8
9.2,0.37,1.26,0.13,B9
9.27,3.98,1.04,0.73,G3V
7.71,2.02,1.05,1.407,K2
7.43,11.8,0.88,0.303,F0
8.83,3.17,1.16,0.507,A2V
9.9,5.76,1.85,0.66,G0
8.31,-0.58,1.99,0.133,B5Ib
7.71,5.9,1.06,1.162,K0
9.63,2.82,1.47,0.305,A8/A9V
7.93,2.62,0.99,1.086,K0
7.42,3.59,0.91,1.485,K0
8.65,2.64,1.06,1.217,K2/K3III
8.9,15.0,1.25,0.664,G0
8.89,14.36,1.87,0.8,G0
11.62,36.24,2.67,1.52,K:...
8.73,3.45,1.04,0.127,A0
6.68,1.98,0.95,1.715,M0III
8.68,14.76,0.96,0.638,G5
7.94,2.29,0.94,0.016,B8
8.25,13.34,0.93,0.5,F5V
5.75,8.61,0.68,1.175,K3III
8.37,2.29,1.02,1.615,M1III
9.06,7.04,1.23,0.469,F5V
6.89,3.29,0.9,0.998,G5
8.18,4.67,1.11,0.8,G1:IVp
5.6,40.04,0.92,0.588,G0.5IV
10.75,1.57,2.0,0.58,F2
8.51,18.04,0.81,0.638,G3V
10.76,3.69,2.09,0.595,F8
7.67,13.68,1.06,0.369,F0
7.24,9.81,0.93,0.381,F2V
5.99,4.59,0.69,1.039,G7III
7.84,6.68,1.04,0.309,A5
7.44,8.32,0.95,0.171,A3
5.58,8.42,0.84,0.011,A1Vn
7.69,0.99,1.07,1.436,M5III
8.1,1.44,0.98,1.612,K2
9.24,12.0,3.11,0.53,F5
7.26,5.58,0.79,0.236,A3
9.73,6.46,1.43,0.488,F5
8.33,4.15,1.21,0.884,G5
8.82,8.4,0.82,0.642,G2V
8.37,8.36,1.05,0.345,A9/F0V
10.03,23.52,1.86,0.99,K2V
7.74,3.06,0.63,1.575,M2III
7.52,14.95,0.85,0.545,F8
8.85,2.07,1.05,1.074,K2III
8.33,3.36,1.1,1.208,K2III
8.46,7.61,1.36,0.573,G0
8.38,0.91,1.16,1.555,M...
8.65,1.16,0.97,0.012,A
8.09,3.68,1.02,0.056,A2
7.66,2.94,0.68,1.28,K0
8.57,9.03,1.18,0.45,F7IV
11.14,1.86,2.36,0.734,G5
9.58,5.29,1.45,0.42,G5
8.91,11.65,0.85,0.524,F7/F8V
8.41,3.55,1.12,1.071,K2
8.94,-0.77,1.43,1.5,K5
8.8,10.31,1.41,0.677,G0
8.39,11.4,1.38,0.579,G0
9.45,3.43,1.32,0.469,F3V
9.52,6.09,1.23,0.54,F7V
7.49,4.31,1.1,0.989,G5
8.96,-0.05,1.08,1.548,M1III
8.08,1.82,1.08,0.818,G0
8.67,6.21,1.18,0.899,G5
8.63,4.3,1.65,0.5,F5V
8.46,6.27,1.28,1.32,K0
7.79,4.04,0.97,0.476,F0
8.25,5.55,0.73,1.04,G8IV
8.33,8.54,4.85,0.401,F2
7.82,1.2,1.01,1.597,K2
7.32,8.83,2.91,0.424,F2
8.77,1.9,1.07,0.04,A0
7.48,7.59,1.78,0.629,G0IV comp
7.72,3.51,1.46,0.719,G5...
6.84,6.57,0.9,1.095,K0
8.77,3.86,1.11,0.184,A0
9.98,23.06,1.21,0.897,K5
9.03,14.36,0.87,0.656,G1V
7.14,0.76,0.83,0.529,B9Ia
7.97,12.43,1.17,0.436,F2
7.87,4.93,0.93,1.233,K2III
7.67,10.83,1.18,0.405,F5
6.88,4.4,0.95,1.211,G5
9.71,0.38,1.73,1.124,K0
8.71,14.78,0.84,0.602,G0V
6.87,3.29,0.78,1.561,K5III
10.67,5.74,1.93,0.499,F5
9.48,3.41,1.0,0.706,G2IV
8.74,1.34,1.09,1.052,K0
5.29,9.31,0.97,0.037,A2V
7.63,8.32,0.9,0.189,A3
9.4,2.58,1.45,0.233,B9V
6.45,9.51,0.8,0.376,A7V
8.93,9.53,1.26,0.446,G0
7.92,1.59,0.79,1.354,K3III
6.33,78.88,0.72,0.724,G8V
8.72,3.31,0.74,0.043,A2V
6.98,5.74,0.55,0.904,G5
8.46,3.85,1.21,1.16,G5
10.28,4.66,2.16,0.415,F5
9.11,9.07,1.23,0.439,F5V
8.17,3.69,1.1,1.111,K1IV/V
6.57,-0.93,0.82,0.464,B3Ia
7.82,3.82,0.62,1.138,K0II/III
9.19,2.5,1.37,1.3,K5
8.34,3.03,1.0,1.16,K1III
6.82,29.74,0.94,0.566,F8
9.23,5.6,0.93,0.456,A3m...
7.44,3.86,0.98,0.957,G5
6.21,7.22,0.77,0.164,A4V
9.8,-2.93,1.62,1.179,K7
6.65,0.69,0.78,0.5,B2Ia
7.23,4.52,0.81,1.576,K5
8.48,25.51,1.11,0.74,G0
5.31,12.77,0.7,0.006,A1V
7.89,3.41,1.1,0.985,G5
8.69,-1.49,1.46,1.044,G5
7.52,3.65,1.07,1.512,K0
8.21,3.35,1.07,0.315,A5
9.1,-2.24,2.05,0.06,A0
9.33,9.98,1.4,0.615,G0
6.47,7.79,1.07,0.966,M5e-M9e
9.39,6.05,1.52,0.413,G
8.25,7.53,1.28,0.343,A9IV
8.35,1.92,1.27,2.287,M2Iab:var
6.44,15.5,0.78,0.427,F4V
6.36,6.1,0.68,1.162,K2III
8.61,0.06,1.12,1.426,K3III
11.66,2.47,2.55,0.288,A5
7.73,14.53,0.6,0.501,F6/F7V
8.39,3.71,1.11,1.568,K2
7.67,3.94,0.83,1.054,G8/K0III
8.93,4.04,0.97,0.986,K0III
7.28,4.32,1.01,0.938,G5III
8.55,2.69,0.85,1.087,K0III
9.31,1.09,0.92,1.051,G8III
8.95,3.75,1.17,1.629,M1/M2III
8.12,26.0,0.68,0.678,G5V
7.88,4.02,0.74,1.216,K3IIICN...
8.03,4.67,1.0,0.06,A0
8.26,3.18,1.23,0.275,A2IV
9.54,8.68,1.45,0.843,G8IV
8.22,3.83,1.02,1.024,G5
6.63,4.98,0.8,-0.082,B8V
7.19,2.52,0.74,-0.063,B2V
8.85,5.53,1.17,0.552,F8/G0V
7.92,1.8,0.93,1.656,M4II
7.97,3.56,0.71,1.134,K0III
7.65,4.41,0.91,1.166,K1III
6.5,5.98,0.97,0.082,A3V
7.18,4.16,0.86,1.002,G5II
6.94,4.78,0.78,0.224,A2V
9.57,5.11,1.1,0.493,F5V
9.34,12.07,1.37,0.625,G1V
8.5,12.54,0.76,0.484,F6V
8.72,0.39,3.38,1.543,K5/M0III:
7.38,6.82,0.57,0.233,A6V
8.85,2.38,1.26,1.046,K0
8.22,27.96,2.5,0.907,K2V
8.6,5.94,1.17,0.389,A9V
8.78,8.65,0.84,0.524,F7V
8.18,0.91,1.15,0.182,A1V
7.19,16.14,0.9,0.596,F5
8.96,2.92,1.33,1.075,K0
8.52,10.73,1.25,0.556,G1V
5.81,5.78,0.54,1.57,K5III
7.73,2.72,1.19,0.845,G5
8.27,0.34,1.75,0.31,B9III
9.02,4.14,1.51,1.25,K
9.49,10.99,1.06,0.667,K0:IV/V+...
9.2,3.95,1.3,1.279,K2V
9.02,6.23,1.26,0.442,F2V
8.85,6.85,1.18,0.482,F3V
9.62,2.37,1.31,0.285,A2m...
7.39,1.12,0.92,1.669,K5
8.82,3.48,0.83,0.876,K0III
10.05,8.24,1.5,0.597,G3V
6.51,4.51,0.95,1.223,K0
8.06,9.15,1.3,0.502,F5
8.1,11.95,1.06,0.757,G0
8.49,1.69,1.17,1.103,K1IIICN...
9.01,6.89,1.25,0.517,G5
8.07,5.49,1.04,0.308,A9V
6.64,17.34,0.77,0.521,F5
9.47,1.17,1.24,0.962,G8/K0III
8.32,7.48,2.59,0.468,F5
6.59,6.93,0.73,-0.023,B9.5V
9.58,3.75,1.66,0.868,K0
8.01,3.84,1.08,1.2,K0
8.62,3.24,1.08,0.225,A0III/IV
7.61,3.33,0.66,1.536,M0III
7.24,3.44,0.65,1.267,K2III
7.71,4.48,0.65,1.121,K1III
7.98,2.7,1.03,1.136,K1III
7.83,2.51,0.8,0.981,G8/K0III
8.26,4.44,1.12,1.256,K2III
8.95,4.14,1.56,0.447,F5
8.22,2.36,1.36,2.614,M2Iab
7.79,12.57,0.69,0.486,F5V
6.69,6.84,0.58,0.948,K0III
8.23,4.07,1.08,1.067,K0III
8.33,3.3,1.04,0.855,G6III/IV
9.67,15.75,1.34,0.766,K0V
10.19,5.08,1.79,0.551,G5
9.33,1.96,1.39,0.934,G8IV/V
8.71,0.7,1.2,1.05,G8/K0III/IV
7.91,15.3,1.22,0.47,G0
8.29,4.89,0.69,0.437,F5
9.19,0.61,1.5,1.16,K4III
8.46,3.59,1.18,1.009,G5
7.34,3.94,0.79,1.449,K0
11.81,10.03,3.8,1.273,K7
9.12,18.4,1.38,0.79,K0
8.62,2.8,1.03,0.052,A0
7.7,1.31,0.63,1.613,M0III
6.17,3.9,0.72,-0.094,B5V
8.67,39.3,1.07,1.031,K3/K4V
6.76,0.59,0.78,0.316,B8Ib
7.68,7.13,0.64,1.103,K2III
7.89,5.34,1.08,0.932,K0III
7.72,3.57,1.24,1.017,G8III
11.06,2.91,2.3,0.643,G0
9.07,8.87,1.45,0.574,G0V
10.67,4.75,2.27,0.5,F8
7.46,11.51,1.03,0.383,F0
9.06,-0.24,1.13,0.089,B9
8.45,0.02,1.03,0.164,B0III
9.34,3.86,1.51,1.136,K0
8.39,2.41,1.32,1.424,G5
8.25,5.62,1.03,1.16,G5
7.77,18.53,0.69,0.529,F8V
9.84,14.91,1.79,1.047,K1V:
8.16,2.27,1.18,1.56,K0
8.23,1.86,0.69,1.359,K3III
5.57,9.15,0.69,-0.089,B9p Si
