Vmag,Plx,e_Plx,B-V,SpType,Amag
7.05,6.57,0.86,1.05,K1III,16.1378268477989
9.11,1.74,2.45,0.46,F2IV/V,15.312746241412999
9.11,6.38,1.28,0.528,F8,18.134103393605812
7.44,6.53,0.88,0.122,Am,16.51456590637537
8.61,-0.09,1.0,-0.003,A2,8.381212547196624
9.87,4.92,1.42,0.418,F2V,18.329825513836802
5.3,9.47,0.81,0.891,G8III,15.181749895016367
9.92,20.28,1.77,0.93,K3,21.45533975330649
9.38,2.67,1.27,0.107,A0,16.512556306822876
8.05,2.5,1.03,1.008,K0,15.039700043360188
8.56,2.71,1.09,1.55,K5,15.72484645437203
6.52,29.99,0.83,0.528,F5,18.904882328797633
7.99,0.98,1.03,-0.236,B0.7Vn...,12.946130378462474
9.36,13.75,0.93,0.64,G3V,20.051513490831407
9.94,5.79,1.56,0.642,G2/G3V,18.75339281863718
6.74,8.73,0.73,0.072,A0,16.44507121852785
9.61,9.29,0.96,0.558,F8/G0V,19.45007856996821
9.63,2.57,1.34,0.177,A0,16.67966561665647
10.84,22.95,3.02,1.27,K7,22.643913449366398
8.8,6.12,1.26,0.251,A5,17.733757110727808
4.59,13.19,0.67,0.953,G8III,15.191223977731827
9.33,1.28,1.33,1.054,K0,14.866049848239342
8.61,5.44,0.77,0.468,F3/F5V,17.2879944984909
9.26,0.75,1.35,0.061,B8,13.6353063169585
8.75,0.29,1.14,1.771,K7III,11.06198998949478
10.67,30.07,4.42,1.176,K5,23.060667140502588
7.89,2.86,0.87,0.291,A5,15.171830165645215
7.67,5.97,0.95,0.976,G5,16.549871655646847
9.15,1.0,1.3,1.145,K0,14.15
9.97,13.82,1.13,0.709,G5/G6V:,20.6725402151909
8.86,2.14,1.3,1.07,G8III/IV,15.512068866745954
11.64,18.85,3.22,1.36,M2,23.01655677270906
8.99,0.58,1.27,1.449,K,12.807139967814686
9.24,5.65,1.4,1.175,K0,18.000242239097194
7.68,2.87,1.15,1.549,K4III,14.969409483669962
8.42,8.99,1.23,0.377,F0,18.18879845866614
7.7,9.7,0.94,0.647,G0,17.633858671331225
9.16,5.85,1.08,0.409,F5IV/V,17.995779330410905
8.61,5.1,1.21,0.507,G0,17.14785088048968
7.9,3.93,0.94,0.296,F0,15.871962751877133
6.55,5.73,0.81,1.244,K1/K2III,15.340773109836949
6.95,20.99,0.66,0.579,F8,18.560062192912003
9.03,2.52,0.88,1.082,K1III,16.03700270390772
6.06,7.06,0.77,0.298,A7m,15.304023505259018
8.93,5.31,1.25,0.424,F2,17.555472605407346
8.8,4.56,1.14,0.908,G8IV,17.094824213322177
7.84,16.94,0.94,0.528,F8,18.98456702997344
7.64,7.51,0.85,0.495,F5,17.018199685020843
8.45,3.4,0.81,0.098,A2V,16.107394585211274
8.32,7.04,1.07,0.168,A2,17.55786329571056
8.84,1.85,1.14,1.064,K0,15.175858642015069
5.72,15.29,0.58,0.131,Ap,16.642037427061602
8.63,14.53,1.09,0.647,G5,19.44132807149011
10.99,19.15,2.1,1.27,K7,22.40084389152321
8.09,1.23,0.86,0.832,F0,13.539525557196988
10.7,18.72,1.86,1.597,K7,22.06152922201043
7.97,3.82,1.07,1.395,K0,15.880316814558544
7.65,2.86,0.95,-0.057,B8,14.931830165645216
8.78,3.92,1.13,0.926,G8III/IV,16.746430335102286
8.5,1.02,1.13,1.304,K0,13.543000858809588
8.72,0.46,1.01,0.026,B9,12.03378915840787
7.06,7.14,0.76,0.365,G8II/III,16.32849105888087
7.42,4.59,0.77,0.279,A3,15.729063427686306
7.65,10.33,1.22,0.492,F7III/IV,17.720501607598102
8.77,14.87,1.19,0.531,F8V,19.63155484260977
7.03,20.38,1.02,0.452,F5,18.576020898352038
8.84,1.89,1.18,1.698,K7,15.22230902086622
9.89,7.72,1.63,0.609,G0V,19.328086501678683
7.79,0.73,1.13,1.428,K2,12.10661430060228
9.78,-0.42,1.13,1.52,K5,12.896246451989501
5.83,6.48,0.58,1.042,G9III-IV,14.887875029352967
4.8,2.94,0.73,-0.105,B2.5V,12.141736652060786
7.65,2.85,0.92,0.014,B9,14.924224300042551
7.88,1.3,1.14,0.94,G5,13.449716761534184
8.52,-0.78,0.89,1.622,M0III,12.980473013452402
9.48,13.09,1.5,0.735,G6IV,20.064698232753777
10.45,3.23,1.83,0.293,A2,17.996012611655516
12.2,10.24,3.34,0.95,M,22.25149978319906
8.15,4.14,1.1,1.285,K0,16.235001705604496
9.8,2.62,1.64,1.159,K0,16.891506456598727
10.05,3.03,1.46,0.801,G0,17.457213142511527
7.95,4.08,0.96,0.979,G9III,16.0033008154494
8.39,19.59,1.12,0.677,G5,19.850172179973683
8.85,10.16,1.12,0.491,F8,18.8844685397395
8.76,6.27,1.13,0.535,F8,17.746337704153582
9.47,6.33,1.42,0.521,F5,18.477018550086775
9.65,7.05,4.02,0.46,F2V,18.890945584956995
6.78,5.96,0.92,1.348,K3III,15.656231298701183
10.45,18.33,1.58,1.16,K3,21.765812324811083
8.15,16.84,1.03,0.543,F7V,19.281710435818155
9.75,4.18,2.2,0.643,G,17.855881408875177
9.34,3.31,1.46,0.11,A2V,16.939139968878592
9.21,6.73,1.24,0.566,G0V,18.350075321119885
8.54,8.63,0.97,0.425,F5,18.220053978576047
7.33,3.41,0.94,1.043,K0,14.993771894962489
8.23,2.58,1.14,0.94,K0,15.28809852981615
7.59,16.16,1.19,0.515,F8V,18.632206782192835
9.17,3.11,1.35,1.0,K0,16.633801945134188
10.14,9.09,1.75,0.596,G0V,19.932819416109837
8.0,1.45,1.07,0.893,K0,13.806840011174874
11.17,18.35,4.1,1.24,K7,22.488180342940545
5.38,24.59,0.51,0.515,F6V,17.333792643693585
7.2,5.4,0.81,0.343,F0,15.861968799114845
8.77,0.95,1.17,1.071,K0III/IV,13.658618026444238
9.28,8.25,1.39,0.693,G0,18.862269742749625
6.18,3.21,0.66,-0.004,B9.5III,13.71252516202436
9.84,5.02,1.48,0.434,F3V,18.343518585725096
8.73,0.85,1.02,1.321,K3III,13.377094628571463
7.69,3.55,0.85,0.127,A3,15.441141765275471
9.1,24.04,5.66,0.772,G8/K0V:,21.004672316653508
8.19,2.49,1.09,1.576,K2,15.170996735478681
8.49,1.89,1.11,1.572,K5,14.87230902086622
8.45,30.82,5.8,0.848,K0/K1V:,20.894163171912002
8.87,18.19,1.45,0.702,G3V,20.16916349531742
8.4,1.68,1.18,1.166,K1III/IV,14.526546408629315
7.07,1.87,0.85,1.605,M1III,13.429208032682496
8.9,6.02,1.1,0.264,A2,17.79798245628912
6.94,0.22,0.78,0.059,B1III,8.65211340411103
7.54,0.65,0.92,0.008,B9,11.604566783214278
7.22,3.18,1.38,0.019,A0...,14.732135599922163
8.02,1.22,0.83,1.455,K0,13.451799153373742
8.61,4.56,1.23,0.564,F8,16.904824213322172
7.01,6.41,0.72,0.192,A6V,16.044290147594086
5.99,13.73,0.58,1.318,K5III,16.678352686183775
8.62,2.95,0.96,1.164,K1p...,15.969110079890815
6.05,7.55,1.22,-0.024,B9.5V,15.439734758145942
8.72,-1.67,2.13,0.484,F8,14.833582355737917
9.58,7.41,1.05,0.501,F5,18.92909103989664
8.82,8.61,1.04,0.55,F8,18.495015757268273
8.75,9.61,1.37,0.518,F5V,18.663616938342727
9.73,9.0,1.7,0.571,G2/G3V,19.501212547196623
7.37,5.24,0.74,1.077,K2II-III,15.966656434918633
10.37,42.03,1.98,1.46,M1Ve+...,23.48779695002718
7.79,2.98,0.76,0.15,A0,15.161081320381276
9.65,5.29,1.34,0.567,F5,18.26727836017593
7.06,5.77,0.86,1.52,K5III,15.865879065778657
9.74,-4.09,1.41,0.166,B8,17.79861654003671
7.28,0.44,0.75,0.637,A1Ia,10.497263382430937
8.74,2.68,1.12,1.118,K1III,15.880673970143945
6.63,24.48,0.91,0.529,F8,18.574057067367615
8.44,2.08,1.4,0.14,A0,15.030316674813808
6.56,6.93,0.89,1.181,K0,15.763666173059033
8.32,1.61,0.81,0.092,B9,14.35412938015925
9.31,7.34,1.88,0.508,F8,18.63848029958035
9.34,4.12,3.15,0.441,F0,17.414486080165673
9.87,6.12,1.81,0.383,G3V,18.803757110727805
8.29,2.49,1.06,1.32,K2III,15.27099673547868
9.02,5.12,1.14,0.473,F5,17.566349804879152
11.55,35.58,2.87,1.44,M1,24.30602971873953
9.6,2.62,1.85,0.415,F2V,16.691506456598727
7.91,3.13,0.68,1.301,K0,15.387721687732242
10.47,3.07,1.73,-0.244,B8,17.905691877385934
8.45,0.89,1.29,1.178,K0,13.196950033224564
9.22,1.64,0.99,0.198,B5,15.29421924023849
8.62,9.2,1.09,0.752,G5,18.438939136727775
7.22,8.41,1.08,0.435,F2,16.84397997898956
8.22,1.57,1.09,1.526,K5,14.19949826204617
10.22,1.22,1.96,0.42,F0V,15.65179915337374
9.76,-1.79,1.72,1.194,K2,16.024265154899467
8.13,2.94,0.98,0.891,K0,15.471736652060788
8.66,1.92,1.11,1.331,K0II,15.076506143517749
7.88,22.7,0.99,0.716,G5V,19.660129285965613
9.29,3.27,0.94,1.05,K0III,16.86273876330143
8.54,0.66,2.0,0.845,G5,12.637719677709342
7.69,4.71,0.72,0.991,K0III,16.05510453564448
8.67,2.89,0.96,1.134,K2,15.97448921378274
9.15,5.83,2.33,0.504,F6V,17.97834277379507
8.01,5.84,0.97,0.382,F0,16.842064235562
6.98,6.72,1.37,1.046,K0III,16.116846365269126
10.12,12.48,1.67,0.8,K1/K2V,20.601072926732023
10.52,3.34,1.63,0.566,Beq,18.13873233405782
7.42,4.16,0.88,1.333,K0,15.515466653133714
8.79,6.63,1.18,0.399,F2,17.897567642023866
8.23,6.14,1.13,0.513,F6V,17.170841855705838
4.36,13.57,0.57,0.024,A0IV,15.022899238298685
9.14,15.87,1.31,0.693,K0,20.142884633774244
7.92,6.13,1.0,0.398,F0,16.857302372592073
8.04,0.08,1.0,1.51,K4III,7.555449934959717
8.2,6.16,0.9,0.535,F5,17.14790356082213
9.24,14.57,1.33,0.674,G5,20.05729775884995
8.94,8.68,1.23,0.507,F6V,18.63259862588246
7.86,5.02,0.94,1.012,G8III-IV,16.363518585725096
8.15,9.01,1.04,0.338,F2,17.923623954895312
4.95,18.71,0.73,0.17,A5V,16.310368937500048
10.11,-1.09,1.52,0.401,WN5,15.297132489703117
8.98,10.48,1.21,0.44,F5,19.08180641323854
9.0,2.25,1.15,1.152,Kp...,15.760912590556813
8.73,48.16,1.04,1.13,K8,22.14343239124884
10.62,6.96,18.86,1.08,K0,19.83304619805281
2.04,34.04,0.82,1.019,K0III,14.699947757062752
9.91,6.03,1.79,0.689,F5,18.811586560700757
8.66,4.01,1.06,0.391,F2V,16.67572186310091
9.66,14.15,1.66,0.684,G5V,20.413782199301544
9.11,11.76,1.14,0.496,G0,19.4620366087006
8.65,6.37,2.29,0.493,F6V,17.670697161676753
9.21,6.61,1.05,0.571,G1V,18.3110072974282
8.14,1.66,1.0,1.18,K0III,14.240540440200276
10.97,23.62,2.28,1.32,M0,22.836399466387483
8.79,8.61,1.02,0.439,F8,18.465015757268272
10.2,6.04,1.14,0.401,F5,19.105184693105656
10.3,9.74,1.56,0.596,G0,20.242794784393077
9.36,2.39,1.34,0.358,F3IV-V,16.25198950474069
7.63,13.46,1.61,0.491,F5V,18.27522529943979
10.57,3.35,1.21,0.332,F0,18.195224035184225
8.91,3.46,1.18,0.733,K0,16.605380493963885
6.01,18.76,0.92,1.107,K1III,17.376164170215226
9.87,2.58,1.56,0.97,G6III,16.92809852981615
6.92,12.96,0.86,0.311,A5,17.48302500767287
10.02,0.49,1.81,1.071,K2,13.470980400142569
8.89,1.32,1.21,1.419,K7,14.49286965602925
9.34,10.94,1.23,0.589,G0,19.53508660998706
9.82,0.95,1.59,1.477,K5III,14.708618026444238
8.57,12.92,1.23,0.589,G1/G2V,19.126312568295326
7.1,1.94,0.7,1.05,K0,13.53900864965113
6.75,6.94,0.59,0.921,K0,15.956797352274274
9.01,2.19,1.34,1.11,K0,15.712220574200591
8.39,3.06,1.17,1.121,G5,15.818607132407902
9.89,2.06,1.53,0.171,B8,16.459336101845768
9.97,5.68,1.54,0.528,F8,18.741741678555094
7.57,10.1,0.66,0.509,F8V,17.591606868913214
7.83,2.49,1.11,1.468,K0,14.810996735478682
9.04,10.82,1.43,0.545,F8V,19.21113630385275
7.49,8.22,1.74,0.475,F5,17.064359087700254
4.77,15.54,0.82,0.998,K0IIIvar,15.727255072324478
5.9,8.76,0.72,1.144,K1III,15.612520530840403
8.33,4.83,1.07,1.212,G5,16.74973565375756
7.85,4.18,0.99,0.292,A3,15.955881408875175
6.86,9.56,0.79,0.139,A3V,16.7622894613805
12.01,1.82,8.55,1.226,K7,18.310356939925374
8.61,1.44,1.3,1.611,M...,14.401812460476247
9.18,9.44,1.1,0.448,F5,19.054859971490345
9.05,11.66,1.44,0.566,F7V,19.383492752114975
9.06,5.51,1.25,0.483,F5V,17.765757994258927
8.84,10.08,1.2,0.515,F8,18.857302660547532
8.61,13.2,1.14,0.552,F5,19.21286965602925
9.34,10.33,1.32,0.651,G3V,19.410501607598103
8.28,15.37,0.66,0.571,F8/G0V,19.213369337498726
7.72,2.9,0.87,0.028,A0V,15.031989989494779
7.81,2.14,0.81,1.627,K5,14.462068866745955
7.8,4.59,1.41,0.23,A3,16.109063427686305
10.37,18.98,22.03,0.382,G0,21.761481040456367
9.76,5.27,1.57,0.487,F3V,18.369053076062734
7.53,1.74,0.85,0.058,A0,13.732746241412999
8.4,7.2,0.87,0.345,F8,17.686662482156343
5.66,4.29,0.7,-0.113,B5V...,13.822286460923621
7.78,30.58,1.08,0.664,G5V,20.207187405381507
9.74,9.04,1.44,0.626,G3IV/V,19.520842152376815
9.12,0.45,1.43,1.083,K0,12.386062568876717
7.58,13.76,1.03,0.516,F6V,18.27309216949746
9.86,9.7,1.53,0.574,F8,19.793858671331222
10.23,10.07,1.85,0.786,G6/G8V:,20.24514735276809
8.56,4.03,1.2,1.119,G5,16.586525230705547
9.64,3.1,1.4,0.2,B9IV,17.096808469171364
8.13,12.31,0.72,0.414,F5V,18.581290264656584
6.06,11.89,0.67,0.446,F5III/IV,16.435909273093458
6.61,4.96,0.57,1.079,K0III,15.087408382450988
9.01,0.47,1.24,1.084,G8/K0IV,12.370489289678588
8.3,8.68,0.95,0.389,F2V,17.992598625882458
10.74,29.58,2.21,1.406,M2,23.09499084830437
7.18,1.48,0.97,1.613,M2e,13.031308576974787
8.75,9.18,1.07,0.419,F8,18.56421340600621
9.06,1.91,1.49,1.671,M...,15.46516683623864
6.55,45.76,0.56,0.655,G3V,19.85243007892484
9.71,0.86,1.44,0.17,A0IV,14.382492256217839
8.49,1.45,0.98,1.109,G5,14.296840011174874
9.28,1.4,1.24,0.16,B8III,15.010640178391188
8.7,12.85,1.27,0.771,G5,19.244515638336566
9.32,4.03,1.39,1.197,K1IV,17.34652523070555
4.48,3.6,0.82,-0.069,B5III,12.261512503836437
5.22,35.92,0.69,0.35,F0V,17.996681639976334
7.66,4.79,1.02,1.034,K0III,16.061677567072817
9.34,-18.17,20.38,0.455,F0,20.636774636540174
9.01,1.44,0.98,1.122,K0III,14.801812460476247
6.9,21.8,0.62,0.492,F8,18.592282468023026
8.56,1.28,1.19,0.968,G5,14.096049848239343
9.89,5.9,1.65,0.456,F2,18.74426005821072
9.36,16.65,1.29,0.835,G5,20.467071189211694
8.64,3.13,2.19,0.649,F0,16.117721687732242
9.95,4.01,1.62,0.5,F6V,17.96572186310091
8.93,5.63,1.22,0.376,F0V,17.68254197425673
9.08,6.86,1.15,0.398,A9V,18.26162057853376
6.94,2.51,0.64,1.504,K4II/IIICNV:,13.938368607405192
7.73,3.18,1.03,1.537,M...,15.242135599922163
9.68,1.94,1.51,1.07,K2,16.11900864965113
9.51,3.01,1.32,1.075,K1III,16.902832477969216
5.94,15.01,0.71,0.297,A7V,16.821903461216355
8.67,2.2,1.11,1.144,K0III,15.382113404111031
8.95,3.96,1.35,0.443,F0V,16.93847592962756
9.88,1.6,1.27,0.444,F3/F5V,15.900599913279624
8.72,7.94,1.13,0.569,F8Vw...,18.219102512135485
7.24,4.98,1.04,1.059,K0III,15.726146713798588
6.15,22.09,0.65,0.524,F7III,17.87097857935718
8.92,3.11,1.09,0.254,A,16.383801945134188
9.31,2.26,1.49,1.195,K1/K2III,16.080542195737003
10.15,8.43,1.85,0.55,G0,19.779137873123712
10.91,18.75,2.3,1.206,K7,22.275006360318688
6.62,1.61,0.67,1.33,K0,12.65412938015925
7.19,26.87,0.63,0.76,G5,19.336338332165845
8.19,4.06,1.01,0.238,A5,16.232630167885972
8.03,45.43,0.95,0.983,K2V,21.31671368407313
8.8,0.59,0.82,1.43,K1/K2III:,12.654260058210722
9.19,6.09,1.22,0.636,G2V,18.11308646316438
8.95,6.12,1.33,0.4,F3V,17.883757110727807
8.01,4.26,1.03,1.158,K0,16.157047995513594
7.01,24.27,0.88,0.537,F8,18.935348881659674
7.4,2.33,0.97,0.001,B8,14.236779605130096
8.02,3.87,1.02,0.131,A0,15.958554825094556
8.99,6.99,1.24,0.549,F6V,18.212385878728405
5.41,9.28,0.65,0.022,A2Vs,15.24773988109431
8.67,6.87,1.05,0.362,F3IV...,17.854783685297754
8.12,2.45,0.93,1.205,K2III...,15.065830421822662
8.99,0.05,1.24,1.177,K0III,7.484850021680094
7.62,6.23,0.89,0.293,A9IV,16.59244023329585
8.76,3.22,1.39,1.061,K2,16.299279358479154
9.82,13.36,4.47,0.76,G8,20.449032290697637
9.93,20.12,1.64,0.96,K3,21.44813988191945
6.15,2.93,0.82,1.652,M0III,13.484338101770549
9.25,13.63,1.26,0.666,G3V,19.922479279173366
9.02,4.81,1.4,0.745,G0,17.43072538186916
8.38,1.17,1.03,1.45,K2,13.72092930873081
11.91,25.97,2.73,1.48,M3,23.982359748146514
9.14,6.64,1.21,0.462,F5V,18.25084039684009
8.17,5.87,1.9,0.375,A5,17.01319050623807
6.15,31.39,1.03,0.603,G2V,18.63395657850021
9.69,7.74,0.95,0.72,G2V:,19.13370480341446
9.38,5.23,0.93,0.478,F3V,17.97250844433637
8.59,3.84,1.03,0.94,G5,16.511656121837653
8.48,6.14,1.05,0.451,F5IV/V,17.420841855705838
10.6,2.07,2.16,0.604,G0,17.17985172728459
8.55,3.28,1.23,1.008,G5,16.129369218558395
10.5,2.53,1.59,0.66,B0.5V,17.51560260587909
8.49,3.06,1.04,0.999,K0III/IV,15.918607132407901
7.73,5.98,0.81,0.218,A3,16.613505919942057
9.49,3.8,1.35,0.402,F5,17.38891798308405
7.78,4.71,0.83,0.299,A2,16.14510453564448
5.64,11.24,0.55,0.078,A2IV,15.89383155616521
9.27,4.51,1.13,1.046,K0III,17.540882709389802
7.83,7.61,0.94,0.963,G5,17.236923283852864
9.05,0.28,1.09,1.561,M1III,11.285790156711098
6.47,11.38,1.1,0.314,F0IV,16.75071131029526
10.61,5.54,1.82,0.732,G5,19.327548823642147
7.88,25.89,1.06,0.677,G5V,19.94566025217436
9.74,19.99,1.06,0.905,K2V,21.24406397059058
9.8,3.68,1.46,0.455,F2V,17.629239093367588
9.86,-1.82,1.52,0.422,F2,16.16035693992537
8.93,6.71,1.34,0.458,F5,18.063612600844962
5.8,66.92,0.73,0.635,G5IV,19.927779661451783
6.95,0.57,0.73,0.414,F2Iab:,10.729374278362457
7.41,-0.08,0.94,1.52,K5II,6.925449934959718
8.83,7.85,1.2,0.555,G0V,18.304348283726263
7.54,23.1,0.78,0.545,G0,19.358059899460724
7.89,62.41,1.6,1.251,K5V comp SB,21.866270912904415
7.63,20.56,1.69,0.517,F8V,19.19511555161619
7.8,3.41,0.95,1.211,K2,15.463771894962488
7.68,6.61,0.97,0.941,G5,16.7810072974282
7.83,7.7,1.05,0.553,F8V,17.26245362586241
7.27,8.4,0.97,0.448,F3/F5V,16.891396430309406
9.34,6.72,0.99,0.471,F3V,18.476846365269125
9.91,8.71,1.67,1.071,G8/K0V,19.610090775038316
8.79,3.13,1.31,0.979,K0III,16.26772168773224
7.57,16.37,0.97,0.497,F5,18.640243397059706
8.32,9.04,1.0,0.504,F8,18.100842152376817
9.12,2.18,1.46,1.119,K2,15.812282468023025
9.18,12.45,1.36,0.642,G0,19.655846757158777
9.86,11.75,1.19,0.787,G8IV/V,20.210189333038777
8.65,15.8,1.16,0.637,G5V,19.643285434772114
9.86,3.04,3.26,0.495,F6/F7V,17.27436791804377
6.03,7.21,0.74,-0.063,B9.5IIIMNp.,15.319676323597147
9.36,6.94,1.42,0.626,G3V,18.56679735227427
9.01,9.22,1.22,0.582,G0V,18.833654605268144
5.49,9.78,0.71,0.978,G8/K0III,15.441694273938008
9.45,2.5,1.54,1.049,G8III,16.439700043360187
9.15,5.2,1.5,1.234,K5,17.730016718173996
7.68,9.16,1.12,0.73,G5,17.48947736833925
6.51,5.62,0.73,0.181,A2III,15.258681577845305
8.56,7.07,1.19,0.425,F5,17.807097068984497
9.54,-0.47,1.13,0.556,F8,12.900489289678585
7.72,5.82,0.69,0.26,A9IV/V,16.544614923249444
9.15,0.14,1.1,1.157,K3III,9.880640178391191
9.21,3.51,0.97,1.328,K2III,16.93653558232912
7.15,14.1,0.9,0.964,K1III,17.8960955632769
7.23,7.09,0.69,1.17,K1III,16.483231175915336
7.34,5.54,0.92,1.122,K3III,16.05754882364215
7.62,7.0,0.88,0.16,A3,16.845490200071286
8.33,5.61,1.06,0.489,F5,17.074814306280807
9.79,1.1,1.44,1.619,M0,14.996963425791126
9.23,6.47,0.81,0.455,F5V,18.284521403343504
7.51,4.55,0.95,1.325,K0,15.800056983285561
8.45,4.8,0.91,1.035,K0III,16.856206186877934
8.53,6.13,0.69,0.848,G8V,17.467302372592073
8.96,7.19,1.2,0.483,F5V,18.243644451914413
8.52,3.12,1.29,0.925,K0,15.990772970092214
9.14,14.22,1.27,0.651,G3/G5V,19.90449798196874
9.91,8.91,1.54,0.63,G0,19.659388520184375
5.36,5.55,0.82,1.559,M4III,14.081464915613381
9.92,21.51,1.44,0.814,K0,21.583202051937313
7.39,0.79,0.73,1.564,M1III,11.878135456452206
6.81,8.31,0.93,1.225,K2III,16.408005118920556
8.68,4.18,2.03,0.2,A2,16.785881408875177
6.86,3.83,0.76,1.2,K0,14.775993869843115
8.59,-0.04,1.12,1.532,K5,6.600299956639812
6.39,24.65,0.59,0.424,F3V,18.349084618066243
7.8,9.31,0.79,0.458,F3V,17.644748404906714
8.49,2.82,0.92,0.04,B8,15.741245541596804
8.63,17.2,0.99,0.569,F8V,19.807642234537745
9.49,7.26,1.35,0.524,F6V,18.794683103500468
7.57,35.74,2.71,0.822,G5,20.335772740848128
9.32,1.37,1.29,0.415,F2V,15.003602835782033
9.2,3.18,1.16,-0.005,A0,16.712135599922163
8.48,4.19,1.95,1.2,K1III,16.591070114831478
6.41,-0.17,0.66,1.081,G0Ib,7.562244606891371
6.95,8.7,0.85,0.561,F8IV,16.647596263093092
8.97,5.44,1.29,0.441,F5,17.647994498490903
8.85,3.37,1.17,1.043,K0,16.48814950435669
8.69,1.48,2.25,1.019,G8III,14.541308576974787
8.98,6.05,1.01,0.403,F3V,17.888776873262344
8.78,3.63,1.03,0.908,K0,16.57953312518056
10.37,4.66,6.42,0.535,G,18.71192958345
9.13,3.34,1.09,0.336,A0,16.748732334057824
8.99,2.0,1.34,1.026,G5,15.495149978319906
9.17,1.66,1.25,0.911,G6III,15.270540440200275
9.13,7.48,1.08,0.577,G1V,18.49950798932231
8.32,3.44,1.0,0.003,A0,16.00279221285765
7.48,7.18,0.9,0.717,G5,16.760622221211502
9.56,6.98,1.45,0.567,G0V,18.779277113115807
8.45,0.87,1.1,1.611,M2III,13.147596263093092
8.43,6.91,1.11,0.476,F5,17.627390236870994
9.4,7.27,1.35,0.49,F8,18.707672054295188
8.02,2.81,0.78,1.223,K2III,15.263531599525399
8.94,1.85,1.25,0.03,A0,15.275858642015068
9.74,15.71,2.2,0.843,K2,20.720880925199864
7.99,4.0,1.22,1.03,G5,16.000299956639815
9.08,3.67,1.33,1.094,K1III,16.903330321260448
7.5,6.68,1.01,0.231,A6m...,16.62388231237773
8.47,7.92,1.9,0.688,G5,17.963625907947467
8.18,11.15,2.84,0.519,F8,18.416374336920896
5.51,12.45,0.81,0.987,G8II,15.985846757158775
9.44,1.74,1.35,1.007,K1/K2III,15.642746241412997
8.9,5.65,1.75,0.5,F,17.660242239097194
11.77,1.59,3.54,-0.296,B0,17.776985621602257
9.76,3.56,1.14,0.468,F3Vp...,17.517249989864375
8.47,1.79,1.08,1.054,K0,14.734265154899468
9.08,3.71,4.96,0.495,F7V,16.92686954807523
8.96,1.9,1.27,0.095,A0,15.353768004764145
8.5,1.73,1.04,-0.06,A0,14.690230515643977
6.11,9.35,0.85,0.27,F0Vn,15.964058054362589
9.4,3.98,1.51,0.98,K0III,17.39941536036844
9.38,2.89,1.5,0.137,A2,16.68448921378274
8.86,1.67,1.29,1.02,G8III,14.973582355737916
9.38,2.45,1.39,0.49,F8,16.325830421822666
8.42,0.1,0.93,-0.157,B1.5Vn...,8.42
9.03,3.24,1.07,0.009,A0,16.58272505103306
7.55,-0.23,0.89,1.3,K0,9.358639180087964
4.08,17.98,0.83,1.1,K1II,15.35394843698605
10.88,3.07,2.16,0.578,F8,18.315691877385934
10.07,3.04,1.74,0.46,F2,17.48436791804377
9.78,9.21,1.5,0.704,G5IV/V,19.601298150984245
5.98,7.16,0.94,0.941,G8III,15.254565111539279
7.8,2.38,1.05,1.493,K2,14.68288478528256
10.46,1.0,1.7,0.54,F5,15.46
8.35,2.25,0.9,-0.021,B9,15.110912590556811
10.31,4.65,1.96,-0.241,A,18.647264764449773
7.56,2.95,0.95,1.128,G5,14.909110079890816
8.18,0.84,1.19,1.541,K2,12.801396430309408
7.85,19.99,0.94,0.539,F7/F8V,19.35406397059058
7.67,3.47,1.05,0.202,A2,15.371647373954369
8.9,8.46,1.38,0.57,G0V,18.53685181519512
8.7,1.54,0.82,0.082,A2V,14.637603604182315
7.17,1.16,0.82,1.537,M1III,12.49228994613459
9.13,2.47,1.03,0.509,B8,16.09348476629833
8.75,4.53,1.21,0.466,F5,17.03049101006416
9.18,4.27,1.37,0.394,F0V,17.332139375125116
9.23,4.84,1.29,0.242,A5,17.654226808222063
7.88,3.22,0.9,0.04,A0,15.419279358479155
8.91,9.96,1.27,0.531,F8,18.901296692118493
7.09,1.72,0.97,1.394,K2III,13.267642234537744
9.19,13.96,1.38,0.666,G3V,19.914427091435712
5.7,8.11,0.76,1.3,K3III,15.24510427105578
9.24,7.16,1.64,0.531,G0,18.514565111539277
6.93,4.4,0.85,1.085,K0III,15.147263382430937
8.09,4.16,0.96,1.061,K2III,16.185466653133716
5.42,4.06,0.55,-0.066,B8III,13.46263016788597
8.74,10.83,1.14,0.83,F8,18.913142283126604
9.15,10.34,1.42,0.628,G0,19.222602693789618
11.73,20.55,3.61,1.4,M0,23.29405913106044
7.74,3.09,1.15,1.326,K2,15.189792397124172
9.11,6.69,0.9,0.753,G5V,18.237130588839115
8.04,6.98,1.16,1.112,K0,17.259277113115807
9.04,9.76,1.4,0.65,G0,18.987249088333456
6.51,17.41,0.87,0.521,F8V,17.713993855586658
8.82,1.43,1.26,1.311,K2III,14.59668018732531
8.26,3.2,1.1,1.079,K0,15.78574989159953
7.59,7.39,0.96,0.313,F0IV,16.933222191974128
7.73,12.25,1.03,0.512,F5,18.170680443502757
8.89,3.19,1.35,1.142,K1III,16.408953415285907
6.86,3.12,1.4,0.1,A0,14.330772970092216
9.28,3.79,1.2,0.559,F7/F8V,17.17319604984036
8.53,2.71,1.14,0.968,G5,15.694846454372028
8.05,5.36,1.06,0.271,A5,16.695823948463854
7.85,4.85,1.3,0.556,F8,16.278708693011318
