,Vmag,Plx,e_Plx,B-V,SpType
3208,8.82,   3.36,  1.24, 0.827,G8III/IV
3209,9.78,   5.84,  1.37, 0.657,G3/G5V
3210,11.27,   6.68,  2.25, 0.490,sdG8
3211,7.6,  17.45,  0.88, 0.458,F4V
3212,8.71,   5.12,  1.22, 1.059,K0
3213,9.01,   0.02,  1.23, 0.908,K0
3214,8.85,   2.94,  1.15, 0.017,A0
3215,8.32,   3.76,  1.26, 0.100,A1V
3216,9.38,   5.79,  1.50, 0.505,F7V
3217,8.0,   3.87,  0.94, 1.056,G5
3218,8.23,   2.57,  1.05, 1.154,K1III
3219,8.96,   8.75,  1.35, 0.531,G0
3220,9.31,   2.63,  1.32, 0.450,F2
3221,9.6,   9.55,  1.55, 0.712,G3V
3222,7.05,   6.57,  0.86, 1.050,K1III
3223,9.11,   1.74,  2.45, 0.460,F2IV/V
3224,9.11,   6.38,  1.28, 0.528,F8
3225,7.44,   6.53,  0.88, 0.122,Am
3226,8.61,  -0.09,  1.00,-0.003,A2
3227,9.87,   4.92,  1.42, 0.418,F2V
3228,5.3,   9.47,  0.81, 0.891,G8III
3229,9.92,  20.28,  1.77, 0.930,K3
3230,9.38,   2.67,  1.27, 0.107,A0
3231,8.05,   2.50,  1.03, 1.008,K0
3232,8.56,   2.71,  1.09, 1.550,K5
3233,6.52,  29.99,  0.83, 0.528,F5
3234,7.99,   0.98,  1.03,-0.236,B0.7Vn...
3235,9.36,  13.75,  0.93, 0.640,G3V
3236,9.94,   5.79,  1.56, 0.642,G2/G3V
3237,6.74,   8.73,  0.73, 0.072,A0
3238,9.61,   9.29,  0.96, 0.558,F8/G0V
3239,9.63,   2.57,  1.34, 0.177,A0
3240,10.84,  22.95,  3.02, 1.270,K7
3241,8.8,   6.12,  1.26, 0.251,A5
3242,4.59,  13.19,  0.67, 0.953,G8III
3243,9.33,   1.28,  1.33, 1.054,K0
3244,8.61,   5.44,  0.77, 0.468,F3/F5V
3245,9.26,   0.75,  1.35, 0.061,B8
3246,8.75,   0.29,  1.14, 1.771,K7III
3247,10.67,  30.07,  4.42, 1.176,K5
3248,7.89,   2.86,  0.87, 0.291,A5
3249,7.67,   5.97,  0.95, 0.976,G5
3250,9.15,   1.00,  1.30, 1.145,K0
3251,9.97,  13.82,  1.13, 0.709,G5/G6V:
3252,8.86,   2.14,  1.30, 1.070,G8III/IV
3253,11.64,  18.85,  3.22, 1.360,M2
3254,8.99,   0.58,  1.27, 1.449,K
3255,9.24,   5.65,  1.40, 1.175,K0
3256,7.68,   2.87,  1.15, 1.549,K4III
3257,8.42,   8.99,  1.23, 0.377,F0
3258,10.58,  50.29,  1.93, 1.432,
3259,7.7,   9.70,  0.94, 0.647,G0
3260,9.16,   5.85,  1.08, 0.409,F5IV/V
3261,8.61,   5.10,  1.21, 0.507,G0
3262,7.9,   3.93,  0.94, 0.296,F0
3263,6.55,   5.73,  0.81, 1.244,K1/K2III
3264,6.95,  20.99,  0.66, 0.579,F8
3265,9.03,   2.52,  0.88, 1.082,K1III
3266,6.06,   7.06,  0.77, 0.298,A7m
3267,8.93,   5.31,  1.25, 0.424,F2
3268,8.8,   4.56,  1.14, 0.908,G8IV
3269,7.84,  16.94,  0.94, 0.528,F8
3270,7.64,   7.51,  0.85, 0.495,F5
3271,8.45,   3.40,  0.81, 0.098,A2V
3272,8.32,   7.04,  1.07, 0.168,A2
3273,8.84,   1.85,  1.14, 1.064,K0
3274,10.71,   7.80,  2.33, 0.616,
3275,5.72,  15.29,  0.58, 0.131,Ap
3276,8.63,  14.53,  1.09, 0.647,G5
3277,10.99,  19.15,  2.10, 1.270,K7
3278,8.09,   1.23,  0.86, 0.832,F0
3279,10.7,  18.72,  1.86, 1.597,K7
3280,7.97,   3.82,  1.07, 1.395,K0
3281,7.65,   2.86,  0.95,-0.057,B8
3282,8.78,   3.92,  1.13, 0.926,G8III/IV
3283,8.5,   1.02,  1.13, 1.304,K0
3284,8.72,   0.46,  1.01, 0.026,B9
3285,7.06,   7.14,  0.76, 0.365,G8II/III
3286,7.42,   4.59,  0.77, 0.279,A3
3287,7.65,  10.33,  1.22, 0.492,F7III/IV
3288,11.02,   1.16,  4.86,      ,
3289,8.77,  14.87,  1.19, 0.531,F8V
3290,7.03,  20.38,  1.02, 0.452,F5
3291,8.84,   1.89,  1.18, 1.698,K7
3292,9.89,   7.72,  1.63, 0.609,G0V
3293,7.79,   0.73,  1.13, 1.428,K2
3294,11.14,   7.77,  2.92, 0.882,
3295,9.78,  -0.42,  1.13, 1.520,K5
3296,5.83,   6.48,  0.58, 1.042,G9III-IV
3297,4.8,   2.94,  0.73,-0.105,B2.5V
3298,7.65,   2.85,  0.92, 0.014,B9
3299,7.88,   1.30,  1.14, 0.940,G5
3300,8.52,  -0.78,  0.89, 1.622,M0III
3301,9.48,  13.09,  1.50, 0.735,G6IV
3302,10.45,   3.23,  1.83, 0.293,A2
3303,12.2,  10.24,  3.34, 0.950,M
3304,8.15,   4.14,  1.10, 1.285,K0
3305,9.8,   2.62,  1.64, 1.159,K0
3306,10.05,   3.03,  1.46, 0.801,G0
3307,7.95,   4.08,  0.96, 0.979,G9III
3308,8.39,  19.59,  1.12, 0.677,G5
3309,8.85,  10.16,  1.12, 0.491,F8
3310,8.76,   6.27,  1.13, 0.535,F8
3311,9.47,   6.33,  1.42, 0.521,F5
3312,9.65,   7.05,  4.02, 0.460,F2V
3313,6.78,   5.96,  0.92, 1.348,K3III
3314,10.45,  18.33,  1.58, 1.160,K3
3315,8.15,  16.84,  1.03, 0.543,F7V
3316,9.75,   4.18,  2.20, 0.643,G
3317,9.34,   3.31,  1.46, 0.110,A2V
3318,9.21,   6.73,  1.24, 0.566,G0V
3319,8.54,   8.63,  0.97, 0.425,F5
3320,7.33,   3.41,  0.94, 1.043,K0
3321,8.23,   2.58,  1.14, 0.940,K0
3322,7.59,  16.16,  1.19, 0.515,F8V
3323,9.17,   3.11,  1.35, 1.000,K0
3324,10.14,   9.09,  1.75, 0.596,G0V
3325,8.0,   1.45,  1.07, 0.893,K0
3326,11.17,  18.35,  4.10, 1.240,K7
3327,5.38,  24.59,  0.51, 0.515,F6V
3328,7.2,   5.40,  0.81, 0.343,F0
3329,8.77,   0.95,  1.17, 1.071,K0III/IV
3330,9.28,   8.25,  1.39, 0.693,G0
3331,6.18,   3.21,  0.66,-0.004,B9.5III
3332,9.84,   5.02,  1.48, 0.434,F3V
3333,8.73,   0.85,  1.02, 1.321,K3III
3334,7.69,   3.55,  0.85, 0.127,A3
3335,9.1,  24.04,  5.66, 0.772,G8/K0V:
3336,8.19,   2.49,  1.09, 1.576,K2
3337,8.49,   1.89,  1.11, 1.572,K5
3338,8.45,  30.82,  5.80, 0.848,K0/K1V:
3339,8.87,  18.19,  1.45, 0.702,G3V
3340,8.4,   1.68,  1.18, 1.166,K1III/IV
3341,7.07,   1.87,  0.85, 1.605,M1III
3342,8.9,   6.02,  1.10, 0.264,A2
3343,6.94,   0.22,  0.78, 0.059,B1III
3344,7.54,   0.65,  0.92, 0.008,B9
3345,7.22,   3.18,  1.38, 0.019,A0...
3346,8.02,   1.22,  0.83, 1.455,K0
3347,8.61,   4.56,  1.23, 0.564,F8
3348,7.01,   6.41,  0.72, 0.192,A6V
3349,5.99,  13.73,  0.58, 1.318,K5III
3350,8.62,   2.95,  0.96, 1.164,K1p...
3351,6.05,   7.55,  1.22,-0.024,B9.5V
3352,8.72,  -1.67,  2.13, 0.484,F8
3353,9.58,   7.41,  1.05, 0.501,F5
3354,8.82,   8.61,  1.04, 0.550,F8
3355,8.75,   9.61,  1.37, 0.518,F5V
3356,9.73,   9.00,  1.70, 0.571,G2/G3V
3357,7.37,   5.24,  0.74, 1.077,K2II-III
3358,10.32,  14.62,  2.40, 0.824,
3359,10.37,  42.03,  1.98, 1.460,M1Ve+...
3360,7.79,   2.98,  0.76, 0.150,A0
3361,9.65,   5.29,  1.34, 0.567,F5
3362,7.06,   5.77,  0.86, 1.520,K5III
3363,9.74,  -4.09,  1.41, 0.166,B8
3364,7.28,   0.44,  0.75, 0.637,A1Ia
3365,8.74,   2.68,  1.12, 1.118,K1III
3366,6.63,  24.48,  0.91, 0.529,F8
3367,8.44,   2.08,  1.40, 0.140,A0
3368,6.56,   6.93,  0.89, 1.181,K0
3369,8.32,   1.61,  0.81, 0.092,B9
3370,9.31,   7.34,  1.88, 0.508,F8
3371,9.34,   4.12,  3.15, 0.441,F0
3372,9.87,   6.12,  1.81, 0.383,G3V
3373,8.29,   2.49,  1.06, 1.320,K2III
3374,9.02,   5.12,  1.14, 0.473,F5
3375,11.55,  35.58,  2.87, 1.440,M1
3376,9.6,   2.62,  1.85, 0.415,F2V
3377,7.91,   3.13,  0.68, 1.301,K0
3378,10.47,   3.07,  1.73,-0.244,B8
3379,8.45,   0.89,  1.29, 1.178,K0
3380,9.22,   1.64,  0.99, 0.198,B5
3381,8.62,   9.20,  1.09, 0.752,G5
3382,7.22,   8.41,  1.08, 0.435,F2
3383,8.22,   1.57,  1.09, 1.526,K5
3384,10.22,   1.22,  1.96, 0.420,F0V
3385,9.76,  -1.79,  1.72, 1.194,K2
3386,8.13,   2.94,  0.98, 0.891,K0
3387,8.66,   1.92,  1.11, 1.331,K0II
3388,7.88,  22.70,  0.99, 0.716,G5V
3389,9.29,   3.27,  0.94, 1.050,K0III
3390,8.54,   0.66,  2.00, 0.845,G5
3391,10.09,   6.72,  1.37, 0.771,
3392,7.69,   4.71,  0.72, 0.991,K0III
3393,8.67,   2.89,  0.96, 1.134,K2
3394,9.15,   5.83,  2.33, 0.504,F6V
3395,8.01,   5.84,  0.97, 0.382,F0
3396,6.98,   6.72,  1.37, 1.046,K0III
3397,10.12,  12.48,  1.67, 0.800,K1/K2V
3398,10.52,   3.34,  1.63, 0.566,Beq
3399,7.42,   4.16,  0.88, 1.333,K0
3400,8.79,   6.63,  1.18, 0.399,F2
3401,8.23,   6.14,  1.13, 0.513,F6V
3402,4.36,  13.57,  0.57, 0.024,A0IV
3403,9.14,  15.87,  1.31, 0.693,K0
3404,7.92,   6.13,  1.00, 0.398,F0
3405,8.04,   0.08,  1.00, 1.510,K4III
3406,8.2,   6.16,  0.90, 0.535,F5
3407,9.24,  14.57,  1.33, 0.674,G5
3408,8.94,   8.68,  1.23, 0.507,F6V
3409,7.86,   5.02,  0.94, 1.012,G8III-IV
3410,8.15,   9.01,  1.04, 0.338,F2
3411,4.95,  18.71,  0.73, 0.170,A5V
3412,10.11,  -1.09,  1.52, 0.401,WN5
3413,8.98,  10.48,  1.21, 0.440,F5
3414,9.0,   2.25,  1.15, 1.152,Kp...
3415,8.73,  48.16,  1.04, 1.130,K8
3416,10.62,   6.96, 18.86, 1.080,K0
3417,2.04,  34.04,  0.82, 1.019,K0III
3418,9.91,   6.03,  1.79, 0.689,F5
3419,8.66,   4.01,  1.06, 0.391,F2V
3420,9.66,  14.15,  1.66, 0.684,G5V
3421,9.11,  11.76,  1.14, 0.496,G0
3422,8.65,   6.37,  2.29, 0.493,F6V
3423,9.21,   6.61,  1.05, 0.571,G1V
3424,8.14,   1.66,  1.00, 1.180,K0III
3425,10.97,  23.62,  2.28, 1.320,M0
3426,8.79,   8.61,  1.02, 0.439,F8
3427,10.2,   6.04,  1.14, 0.401,F5
3428,10.3,   9.74,  1.56, 0.596,G0
3429,9.36,   2.39,  1.34, 0.358,F3IV-V
3430,7.63,  13.46,  1.61, 0.491,F5V
3431,10.57,   3.35,  1.21, 0.332,F0
3432,8.91,   3.46,  1.18, 0.733,K0
3433,6.01,  18.76,  0.92, 1.107,K1III
3434,9.87,   2.58,  1.56, 0.970,G6III
3435,6.92,  12.96,  0.86, 0.311,A5
3436,10.02,   0.49,  1.81, 1.071,K2
3437,8.89,   1.32,  1.21, 1.419,K7
3438,9.34,  10.94,  1.23, 0.589,G0
3439,9.82,   0.95,  1.59, 1.477,K5III
3440,8.57,  12.92,  1.23, 0.589,G1/G2V
3441,7.1,   1.94,  0.70, 1.050,K0
3442,6.75,   6.94,  0.59, 0.921,K0
3443,12.1,  15.15,  3.24, 0.509,
3444,9.01,   2.19,  1.34, 1.110,K0
3445,8.39,   3.06,  1.17, 1.121,G5
3446,9.89,   2.06,  1.53, 0.171,B8
3447,9.97,   5.68,  1.54, 0.528,F8
3448,7.57,  10.10,  0.66, 0.509,F8V
3449,7.83,   2.49,  1.11, 1.468,K0
3450,9.04,  10.82,  1.43, 0.545,F8V
3451,7.49,   8.22,  1.74, 0.475,F5
3452,4.77,  15.54,  0.82, 0.998,K0IIIvar
3453,5.9,   8.76,  0.72, 1.144,K1III
3454,8.33,   4.83,  1.07, 1.212,G5
3455,7.85,   4.18,  0.99, 0.292,A3
3456,6.86,   9.56,  0.79, 0.139,A3V
3457,12.01,   1.82,  8.55, 1.226,K7
3458,8.61,   1.44,  1.30, 1.611,M...
3459,9.18,   9.44,  1.10, 0.448,F5
3460,9.05,  11.66,  1.44, 0.566,F7V
3461,9.06,   5.51,  1.25, 0.483,F5V
3462,8.84,  10.08,  1.20, 0.515,F8
3463,8.61,  13.20,  1.14, 0.552,F5
3464,10.11,  -0.36,  1.72, 0.380,
3465,9.34,  10.33,  1.32, 0.651,G3V
3466,10.57,   9.00,  2.16, 0.909,
3467,8.28,  15.37,  0.66, 0.571,F8/G0V
3468,7.72,   2.90,  0.87, 0.028,A0V
3469,7.81,   2.14,  0.81, 1.627,K5
3470,7.8,   4.59,  1.41, 0.230,A3
3471,10.37,  18.98, 22.03, 0.382,G0
3472,9.76,   5.27,  1.57, 0.487,F3V
3473,7.53,   1.74,  0.85, 0.058,A0
3474,8.4,   7.20,  0.87, 0.345,F8
3475,5.66,   4.29,  0.70,-0.113,B5V...
3476,7.78,  30.58,  1.08, 0.664,G5V
3477,9.74,   9.04,  1.44, 0.626,G3IV/V
3478,9.12,   0.45,  1.43, 1.083,K0
3479,8.96,       ,      ,      ,
3480,7.58,  13.76,  1.03, 0.516,F6V
3481,9.86,   9.70,  1.53, 0.574,F8
3482,10.23,  10.07,  1.85, 0.786,G6/G8V:
3483,8.56,   4.03,  1.20, 1.119,G5
3484,9.64,   3.10,  1.40, 0.200,B9IV
3485,8.13,  12.31,  0.72, 0.414,F5V
3486,6.06,  11.89,  0.67, 0.446,F5III/IV
3487,6.61,   4.96,  0.57, 1.079,K0III
3488,9.01,   0.47,  1.24, 1.084,G8/K0IV
3489,8.3,   8.68,  0.95, 0.389,F2V
3490,10.74,  29.58,  2.21, 1.406,M2
3491,7.18,   1.48,  0.97, 1.613,M2e
3492,8.75,   9.18,  1.07, 0.419,F8
3493,9.81,  13.01,  1.77, 0.758,
3494,9.06,   1.91,  1.49, 1.671,M...
3495,6.55,  45.76,  0.56, 0.655,G3V
3496,9.71,   0.86,  1.44, 0.170,A0IV
3497,8.49,   1.45,  0.98, 1.109,G5
3498,9.28,   1.40,  1.24, 0.160,B8III
3499,8.7,  12.85,  1.27, 0.771,G5
3500,9.32,   4.03,  1.39, 1.197,K1IV
3501,4.48,   3.60,  0.82,-0.069,B5III
3502,5.22,  35.92,  0.69, 0.350,F0V
3503,7.66,   4.79,  1.02, 1.034,K0III
3504,9.34, -18.17, 20.38, 0.455,F0
3505,9.01,   1.44,  0.98, 1.122,K0III
3506,6.9,  21.80,  0.62, 0.492,F8
3507,8.56,   1.28,  1.19, 0.968,G5
3508,9.89,   5.90,  1.65, 0.456,F2
3509,9.36,  16.65,  1.29, 0.835,G5
3510,8.64,   3.13,  2.19, 0.649,F0
3511,9.95,   4.01,  1.62, 0.500,F6V
3512,8.93,   5.63,  1.22, 0.376,F0V
3513,9.08,   6.86,  1.15, 0.398,A9V
3514,6.94,   2.51,  0.64, 1.504,K4II/IIICNV:
3515,7.73,   3.18,  1.03, 1.537,M...
3516,9.68,   1.94,  1.51, 1.070,K2
3517,9.51,   3.01,  1.32, 1.075,K1III
3518,5.94,  15.01,  0.71, 0.297,A7V
3519,8.67,   2.20,  1.11, 1.144,K0III
3520,8.95,   3.96,  1.35, 0.443,F0V
3521,9.88,   1.60,  1.27, 0.444,F3/F5V
3522,8.72,   7.94,  1.13, 0.569,F8Vw...
3523,7.24,   4.98,  1.04, 1.059,K0III
3524,6.15,  22.09,  0.65, 0.524,F7III
3525,8.92,   3.11,  1.09, 0.254,A
3526,9.31,   2.26,  1.49, 1.195,K1/K2III
3527,10.15,   8.43,  1.85, 0.550,G0
3528,10.91,  18.75,  2.30, 1.206,K7
3529,6.62,   1.61,  0.67, 1.330,K0
3530,7.19,  26.87,  0.63, 0.760,G5
3531,8.19,   4.06,  1.01, 0.238,A5
3532,8.03,  45.43,  0.95, 0.983,K2V
3533,8.8,   0.59,  0.82, 1.430,K1/K2III:
3534,9.19,   6.09,  1.22, 0.636,G2V
3535,8.95,   6.12,  1.33, 0.400,F3V
3536,8.01,   4.26,  1.03, 1.158,K0
3537,7.01,  24.27,  0.88, 0.537,F8
3538,7.4,   2.33,  0.97, 0.001,B8
3539,8.02,   3.87,  1.02, 0.131,A0
3540,8.99,   6.99,  1.24, 0.549,F6V
3541,5.41,   9.28,  0.65, 0.022,A2Vs
3542,8.67,   6.87,  1.05, 0.362,F3IV...
3543,8.12,   2.45,  0.93, 1.205,K2III...
3544,8.99,   0.05,  1.24, 1.177,K0III
3545,7.62,   6.23,  0.89, 0.293,A9IV
3546,8.76,   3.22,  1.39, 1.061,K2
3547,9.82,  13.36,  4.47, 0.760,G8
3548,9.93,  20.12,  1.64, 0.960,K3
3549,6.15,   2.93,  0.82, 1.652,M0III
3550,9.25,  13.63,  1.26, 0.666,G3V
3551,9.02,   4.81,  1.40, 0.745,G0
3552,8.38,   1.17,  1.03, 1.450,K2
3553,11.91,  25.97,  2.73, 1.480,M3
3554,9.14,   6.64,  1.21, 0.462,F5V
3555,8.17,   5.87,  1.90, 0.375,A5
3556,6.15,  31.39,  1.03, 0.603,G2V
3557,9.69,   7.74,  0.95, 0.720,G2V:
3558,9.38,   5.23,  0.93, 0.478,F3V
3559,8.59,   3.84,  1.03, 0.940,G5
3560,8.48,   6.14,  1.05, 0.451,F5IV/V
3561,10.6,   2.07,  2.16, 0.604,G0
3562,8.55,   3.28,  1.23, 1.008,G5
3563,10.5,   2.53,  1.59, 0.660,B0.5V
3564,8.49,   3.06,  1.04, 0.999,K0III/IV
3565,7.73,   5.98,  0.81, 0.218,A3
3566,9.49,   3.80,  1.35, 0.402,F5
3567,7.78,   4.71,  0.83, 0.299,A2
3568,10.99,  27.96,  2.08, 0.668,
3569,5.64,  11.24,  0.55, 0.078,A2IV
3570,9.27,   4.51,  1.13, 1.046,K0III
3571,7.83,   7.61,  0.94, 0.963,G5
3572,9.05,   0.28,  1.09, 1.561,M1III
3573,6.47,  11.38,  1.10, 0.314,F0IV
3574,10.61,   5.54,  1.82, 0.732,G5
3575,7.88,  25.89,  1.06, 0.677,G5V
3576,9.74,  19.99,  1.06, 0.905,K2V
3577,9.8,   3.68,  1.46, 0.455,F2V
3578,9.86,  -1.82,  1.52, 0.422,F2
3579,8.93,   6.71,  1.34, 0.458,F5
3580,5.8,  66.92,  0.73, 0.635,G5IV
3581,6.95,   0.57,  0.73, 0.414,F2Iab:
3582,7.41,  -0.08,  0.94, 1.520,K5II
3583,8.83,   7.85,  1.20, 0.555,G0V
3584,7.54,  23.10,  0.78, 0.545,G0
3585,7.89,  62.41,  1.60, 1.251,K5V comp SB
3586,7.63,  20.56,  1.69, 0.517,F8V
3587,7.8,   3.41,  0.95, 1.211,K2
3588,7.68,   6.61,  0.97, 0.941,G5
3589,7.83,   7.70,  1.05, 0.553,F8V
3590,7.27,   8.40,  0.97, 0.448,F3/F5V
3591,9.34,   6.72,  0.99, 0.471,F3V
3592,9.91,   8.71,  1.67, 1.071,G8/K0V
3593,8.79,   3.13,  1.31, 0.979,K0III
3594,7.57,  16.37,  0.97, 0.497,F5
3595,8.32,   9.04,  1.00, 0.504,F8
3596,9.12,   2.18,  1.46, 1.119,K2
3597,9.18,  12.45,  1.36, 0.642,G0
3598,9.86,  11.75,  1.19, 0.787,G8IV/V
3599,8.65,  15.80,  1.16, 0.637,G5V
3600,9.86,   3.04,  3.26, 0.495,F6/F7V
3601,6.03,   7.21,  0.74,-0.063,B9.5IIIMNp.
3602,9.36,   6.94,  1.42, 0.626,G3V
3603,9.01,   9.22,  1.22, 0.582,G0V
3604,5.49,   9.78,  0.71, 0.978,G8/K0III
3605,9.45,   2.50,  1.54, 1.049,G8III
3606,9.15,   5.20,  1.50, 1.234,K5
3607,7.68,   9.16,  1.12, 0.730,G5
3608,6.51,   5.62,  0.73, 0.181,A2III
3609,8.56,   7.07,  1.19, 0.425,F5
3610,9.54,  -0.47,  1.13, 0.556,F8
3611,7.72,   5.82,  0.69, 0.260,A9IV/V
3612,9.15,   0.14,  1.10, 1.157,K3III
3613,9.21,   3.51,  0.97, 1.328,K2III
3614,10.74,  25.74,  1.94,      ,
3615,7.15,  14.10,  0.90, 0.964,K1III
3616,7.23,   7.09,  0.69, 1.170,K1III
3617,7.34,   5.54,  0.92, 1.122,K3III
3618,7.62,   7.00,  0.88, 0.160,A3
3619,8.33,   5.61,  1.06, 0.489,F5
3620,9.79,   1.10,  1.44, 1.619,M0
3621,9.23,   6.47,  0.81, 0.455,F5V
3622,7.51,   4.55,  0.95, 1.325,K0
3623,8.45,   4.80,  0.91, 1.035,K0III
3624,8.53,   6.13,  0.69, 0.848,G8V
3625,8.96,   7.19,  1.20, 0.483,F5V
3626,8.52,   3.12,  1.29, 0.925,K0
3627,9.14,  14.22,  1.27, 0.651,G3/G5V
3628,9.91,   8.91,  1.54, 0.630,G0
3629,5.36,   5.55,  0.82, 1.559,M4III
3630,9.92,  21.51,  1.44, 0.814,K0
3631,7.39,   0.79,  0.73, 1.564,M1III
3632,11.97,  -2.31,  3.10, 0.820,
3633,6.81,   8.31,  0.93, 1.225,K2III
3634,8.68,   4.18,  2.03, 0.200,A2
3635,6.86,   3.83,  0.76, 1.200,K0
3636,8.59,  -0.04,  1.12, 1.532,K5
3637,6.39,  24.65,  0.59, 0.424,F3V
3638,7.8,   9.31,  0.79, 0.458,F3V
3639,8.49,   2.82,  0.92, 0.040,B8
3640,8.63,  17.20,  0.99, 0.569,F8V
3641,9.49,   7.26,  1.35, 0.524,F6V
3642,7.57,  35.74,  2.71, 0.822,G5
3643,9.32,   1.37,  1.29, 0.415,F2V
3644,9.2,   3.18,  1.16,-0.005,A0
3645,8.48,   4.19,  1.95, 1.200,K1III
3646,6.41,  -0.17,  0.66, 1.081,G0Ib
3647,6.95,   8.70,  0.85, 0.561,F8IV
3648,8.97,   5.44,  1.29, 0.441,F5
3649,8.85,   3.37,  1.17, 1.043,K0
3650,8.69,   1.48,  2.25, 1.019,G8III
3651,8.98,   6.05,  1.01, 0.403,F3V
3652,8.78,   3.63,  1.03, 0.908,K0
3653,10.37,   4.66,  6.42, 0.535,G
3654,9.13,   3.34,  1.09, 0.336,A0
3655,8.99,   2.00,  1.34, 1.026,G5
3656,9.17,   1.66,  1.25, 0.911,G6III
3657,9.13,   7.48,  1.08, 0.577,G1V
3658,8.32,   3.44,  1.00, 0.003,A0
3659,7.48,   7.18,  0.90, 0.717,G5
3660,9.56,   6.98,  1.45, 0.567,G0V
3661,8.45,   0.87,  1.10, 1.611,M2III
3662,8.43,   6.91,  1.11, 0.476,F5
3663,9.4,   7.27,  1.35, 0.490,F8
3664,8.02,   2.81,  0.78, 1.223,K2III
3665,8.94,   1.85,  1.25, 0.030,A0
3666,9.74,  15.71,  2.20, 0.843,K2
3667,7.99,   4.00,  1.22, 1.030,G5
3668,9.08,   3.67,  1.33, 1.094,K1III
3669,7.5,   6.68,  1.01, 0.231,A6m...
3670,8.47,   7.92,  1.90, 0.688,G5
3671,8.18,  11.15,  2.84, 0.519,F8
3672,5.51,  12.45,  0.81, 0.987,G8II
3673,9.44,   1.74,  1.35, 1.007,K1/K2III
3674,8.9,   5.65,  1.75, 0.500,F
3675,11.77,   1.59,  3.54,-0.296,B0
3676,9.76,   3.56,  1.14, 0.468,F3Vp...
3677,10.6,   3.86,  2.39,-0.058,
3678,8.47,   1.79,  1.08, 1.054,K0
3679,9.08,   3.71,  4.96, 0.495,F7V
3680,8.96,   1.90,  1.27, 0.095,A0
3681,8.5,   1.73,  1.04,-0.060,A0
3682,6.11,   9.35,  0.85, 0.270,F0Vn
3683,9.4,   3.98,  1.51, 0.980,K0III
3684,9.38,   2.89,  1.50, 0.137,A2
3685,8.86,   1.67,  1.29, 1.020,G8III
3686,9.38,   2.45,  1.39, 0.490,F8
3687,8.42,   0.10,  0.93,-0.157,B1.5Vn...
3688,9.03,   3.24,  1.07, 0.009,A0
3689,7.55,  -0.23,  0.89, 1.300,K0
3690,4.08,  17.98,  0.83, 1.100,K1II
3691,10.88,   3.07,  2.16, 0.578,F8
3692,10.07,   3.04,  1.74, 0.460,F2
3693,9.78,   9.21,  1.50, 0.704,G5IV/V
3694,5.98,   7.16,  0.94, 0.941,G8III
3695,7.8,   2.38,  1.05, 1.493,K2
3696,10.46,   1.00,  1.70, 0.540,F5
3697,8.35,   2.25,  0.90,-0.021,B9
3698,10.31,   4.65,  1.96,-0.241,A
3699,7.56,   2.95,  0.95, 1.128,G5
3700,8.18,   0.84,  1.19, 1.541,K2
3701,7.85,  19.99,  0.94, 0.539,F7/F8V
3702,7.67,   3.47,  1.05, 0.202,A2
3703,8.9,   8.46,  1.38, 0.570,G0V
3704,8.7,   1.54,  0.82, 0.082,A2V
3705,7.17,   1.16,  0.82, 1.537,M1III
3706,9.13,   2.47,  1.03, 0.509,B8
3707,8.75,   4.53,  1.21, 0.466,F5
3708,9.18,   4.27,  1.37, 0.394,F0V
3709,9.23,   4.84,  1.29, 0.242,A5
3710,7.88,   3.22,  0.90, 0.040,A0
3711,8.91,   9.96,  1.27, 0.531,F8
3712,7.09,   1.72,  0.97, 1.394,K2III
3713,9.19,  13.96,  1.38, 0.666,G3V
3714,5.7,   8.11,  0.76, 1.300,K3III
3715,9.24,   7.16,  1.64, 0.531,G0
3716,6.93,   4.40,  0.85, 1.085,K0III
3717,8.09,   4.16,  0.96, 1.061,K2III
3718,5.42,   4.06,  0.55,-0.066,B8III
3719,8.74,  10.83,  1.14, 0.830,F8
3720,9.15,  10.34,  1.42, 0.628,G0
3721,11.73,  20.55,  3.61, 1.400,M0
3722,7.74,   3.09,  1.15, 1.326,K2
3723,9.11,   6.69,  0.90, 0.753,G5V
3724,8.04,   6.98,  1.16, 1.112,K0
3725,9.04,   9.76,  1.40, 0.650,G0
3726,10.59,  12.89,  1.86, 0.938,
3727,6.51,  17.41,  0.87, 0.521,F8V
3728,8.82,   1.43,  1.26, 1.311,K2III
3729,8.26,   3.20,  1.10, 1.079,K0
3730,7.59,   7.39,  0.96, 0.313,F0IV
3731,7.73,  12.25,  1.03, 0.512,F5
3732,8.89,   3.19,  1.35, 1.142,K1III
3733,6.86,   3.12,  1.40, 0.100,A0
3734,9.28,   3.79,  1.20, 0.559,F7/F8V
3735,8.53,   2.71,  1.14, 0.968,G5
3736,8.05,   5.36,  1.06, 0.271,A5
3737,7.85,   4.85,  1.30, 0.556,F8
3738,5.57,   6.72,  0.79,-0.058,B9V
3739,8.48,   3.85,  1.08, 0.323,A2
3740,8.97,   2.34,  1.33, 1.132,K2
3741,8.5,   3.92,  0.76, 0.220,A0
3742,8.89,  16.87,  1.39, 0.774,G8V
3743,8.02,   3.87,  0.87, 1.000,K0
3744,10.87,  16.70,  1.74, 1.066,
3745,8.69,  -0.01,  1.15, 1.382,K5
3746,8.25,   2.43,  1.15, 1.595,K2
3747,5.86,  14.65,  1.35, 1.010,K0IV
3748,8.7,   4.52,  1.18, 1.270,K2
